,dataSetName,1_k,2_k,3_k,4_k,5_k,6_k,7_k,8_k,9_k,10_k,11_k,12_k,13_k,14_k,15_k,16_k,17_k,18_k,19_k,20_k,21_k,22_k,23_k,24_k,25_k,26_k,27_k,28_k,29_k,30_k,31_k,32_k,33_k,34_k,35_k,36_k,37_k,38_k,39_k,40_k,41_k,42_k,43_k,44_k,45_k,46_k,47_k,48_k,49_k,50_k,51_k,52_k,53_k,54_k,55_k,56_k,57_k,58_k,59_k,60_k,61_k,62_k,63_k,64_k,65_k,66_k,67_k,68_k,69_k,70_k,71_k,72_k,73_k,74_k,75_k,76_k,77_k,78_k,79_k,80_k,81_k,82_k,83_k,84_k,85_k,86_k,87_k,88_k,89_k,90_k,91_k,92_k,93_k,94_k,95_k,96_k,97_k,98_k,99_k,100_k
0,WWC_09_01_2021_no_nulls_NORMALIZE.csv,43.93333333333334,45.23666666666667,42.53,44.23666666666667,42.169999999999995,44.01,43.72666666666667,44.99666666666667,45.61333333333334,46.31666666666667,47.82333333333333,49.453333333333326,49.07666666666666,48.75666666666666,49.11000000000001,48.61666666666667,48.67333333333334,48.73333333333333,48.29,48.79999999999999,49.04666666666666,49.526666666666664,50.39666666666667,49.923333333333325,50.48666666666666,50.35666666666666,50.22,50.56333333333333,49.67000000000001,50.126666666666665,50.05666666666667,49.586666666666666,50.093333333333334,50.75,50.46333333333334,50.46666666666667,50.43,50.35,50.339999999999996,50.346666666666664,50.833333333333336,51.36666666666667,51.43333333333334,50.72333333333333,50.43,51.153333333333336,51.47666666666667,51.443333333333335,50.37,51.14333333333334,50.82333333333333,50.15333333333333,50.95666666666667,51.473333333333336,50.6,50.303333333333335,51.089999999999996,50.96666666666667,51.17333333333334,51.02333333333333,50.88333333333333,50.60666666666666,50.446666666666665,51.126666666666665,50.45000000000001,50.940000000000005,51.050000000000004,50.89000000000001,50.98333333333334,51.13333333333333,50.23,50.74,50.413333333333334,50.673333333333325,50.843333333333334,50.84666666666667,51.06333333333333,50.51333333333333,51.196666666666665,51.01333333333334,50.623333333333335,50.99,50.20333333333334,50.94333333333333,50.580000000000005,50.913333333333334,51.166666666666664,51.660000000000004,50.49666666666667,51.06666666666666,50.92666666666667,50.79,50.73666666666666,51.44333333333333,49.77666666666667,50.29666666666666,51.04333333333333,50.93666666666667,50.53,50.80666666666667
1,WWC_09_01_2021_no_nulls_AVG_NORMALIZE.csv,43.99666666666667,47.02,44.379999999999995,47.26666666666667,44.723333333333336,47.666666666666664,46.04,47.77666666666667,47.46666666666667,49.81999999999999,49.55666666666667,50.75,50.69333333333333,51.66,51.06666666666666,51.23666666666667,50.830000000000005,51.373333333333335,50.580000000000005,51.51333333333333,50.99,52.223333333333336,52.660000000000004,52.9,52.69,52.84666666666667,52.63,52.86666666666667,52.01666666666667,52.74333333333334,52.23666666666667,52.63666666666666,52.99333333333333,53.099999999999994,53.080000000000005,53.876666666666665,52.910000000000004,53.60999999999999,52.78,52.93000000000001,53.446666666666665,53.199999999999996,53.580000000000005,53.333333333333336,53.339999999999996,53.85,53.423333333333325,53.826666666666675,53.74,53.39000000000001,53.660000000000004,54.18666666666667,54.17666666666667,53.946666666666665,53.093333333333334,53.26333333333334,53.580000000000005,53.65,53.60333333333333,53.97,53.169999999999995,53.843333333333334,53.68000000000001,53.31333333333333,53.39666666666667,53.67666666666667,53.54333333333333,53.74333333333334,53.663333333333334,53.76666666666667,53.73,53.52,53.82333333333333,53.300000000000004,53.623333333333335,53.48666666666667,53.28333333333333,53.68,52.88666666666666,53.38666666666666,53.81999999999999,54.10333333333333,53.70000000000001,53.34666666666667,53.24,53.416666666666664,53.34333333333333,53.70333333333334,53.403333333333336,54.10666666666666,53.54333333333333,53.46666666666667,53.276666666666664,53.86333333333334,53.23,53.120000000000005,53.79999999999999,53.68666666666667,53.44333333333333,53.550000000000004
