,col_name,0_min,0_max,1_min,1_max,2_min,2_max,3_min,3_max,4_min,4_max,5_min,5_max,6_min,6_max,7_min,7_max,8_min,8_max,9_min,9_max,10_min,10_max,11_min,11_max,12_min,12_max,13_min,13_max,14_min,14_max,15_min,15_max
50,new_cases_4_day_ago,0.0,0.25803301411290325,0.25803301411290325,0.48057387779792243,0.48057387779792243,0.6338123706423477,0.6338123706423477,0.7406919307288311,0.7406919307288311,0.8335847190394368,0.8335847190394368,0.9145175544450916,0.9145175544450916,0.992888661186203,0.992888661186203,1.0690531882436694,1.0690531882436694,1.1508328028736277,1.1508328028736277,1.2442540623226193,1.2442540623226193,1.350913922943088,1.350913922943088,1.4846006401691256,1.4846006401691256,1.6668799772468716,1.6668799772468716,1.93071800939117,1.93071800939117,2.441985049833887,2.441985049833887,16.111918604651162
51,new_cases_5_day_ago,0.0,0.26728242053297424,0.26728242053297424,0.49219061902494365,0.49219061902494365,0.6414362872380702,0.6414362872380702,0.7463078948846645,0.7463078948846645,0.8364701433111936,0.8364701433111936,0.9146249400568581,0.9146249400568581,0.9879608253372772,0.9879608253372772,1.0603179740280755,1.0603179740280755,1.1358493359562258,1.1358493359562258,1.2205679909966145,1.2205679909966145,1.3181105775975308,1.3181105775975308,1.4404087037638975,1.4404087037638975,1.602875602598184,1.602875602598184,1.845669837986303,1.845669837986303,2.288309460054335,2.288309460054335,15.05091649694501
52,new_cases_6_day_ago,0.0,0.2738508675534299,0.2738508675534299,0.49994519947391497,0.49994519947391497,0.6507280202146868,0.6507280202146868,0.7524297291913483,0.7524297291913483,0.8396676484401396,0.8396676484401396,0.9137055837563451,0.9137055837563451,0.9807111144135972,0.9807111144135972,1.0493631582282492,1.0493631582282492,1.1204797737646022,1.1204797737646022,1.1958534213873708,1.1958534213873708,1.2857892285271548,1.2857892285271548,1.399416909620991,1.399416909620991,1.5487341594391766,1.5487341594391766,1.7567567567567568,1.7567567567567568,2.1451245447171474,2.1451245447171474,30.000000000000032
53,new_cases_7_day_ago,0.0,0.27683807904802377,0.27683807904802377,0.5076311343289379,0.5076311343289379,0.6529905839048389,0.6529905839048389,0.7557891303386628,0.7557891303386628,0.8394820793522539,0.8394820793522539,0.9107577926459545,0.9107577926459545,0.9743623597597719,0.9743623597597719,1.0388098318240622,1.0388098318240622,1.102971514812242,1.102971514812242,1.1720578544877491,1.1720578544877491,1.2537896417269165,1.2537896417269165,1.356544450917566,1.356544450917566,1.4848554909036147,1.4848554909036147,1.6738580747539105,1.6738580747539105,2.014925373134328,2.014925373134328,14.667274859898345
54,new_cases_8_day_ago,0.0,0.27862450432777625,0.27862450432777625,0.5119453924914675,0.5119453924914675,0.6557282726232732,0.6557282726232732,0.7572944525183383,0.7572944525183383,0.8397316409254985,0.8397316409254985,0.9071725134946855,0.9071725134946855,0.9674250255427079,0.9674250255427079,1.0276607437259573,1.0276607437259573,1.088308922462888,1.088308922462888,1.1493066862160894,1.1493066862160894,1.2231807932911014,1.2231807932911014,1.314621618165359,1.314621618165359,1.4314545741981743,1.4314545741981743,1.6009373771869,1.6009373771869,1.923076923076923,1.923076923076923,15.000000000000004
55,new_cases_9_day_ago,0.0,0.2768768305842454,0.2768768305842454,0.5145502565097477,0.5145502565097477,0.6558855280339849,0.6558855280339849,0.7557093863101165,0.7557093863101165,0.8353798652522897,0.8353798652522897,0.9022029397753946,0.9022029397753946,0.9594625743807991,0.9594625743807991,1.0167066540467962,1.0167066540467962,1.0714285714285714,1.0714285714285714,1.1284014027444969,1.1284014027444969,1.1926114012432747,1.1926114012432747,1.2745243844117065,1.2745243844117065,1.3802246064006845,1.3802246064006845,1.5361088008888997,1.5361088008888997,1.8391011689813792,1.8391011689813792,15.000000000000004
56,new_cases_10_day_ago,0.0,0.27006857603872525,0.27006857603872525,0.5086826415045057,0.5086826415045057,0.6516044467754093,0.6516044467754093,0.7523799913671024,0.7523799913671024,0.831066436196738,0.831066436196738,0.8955223880597015,0.8955223880597015,0.9543612271503868,0.9543612271503868,1.0074399887698282,1.0074399887698282,1.057504885053853,1.057504885053853,1.10919033438286,1.10919033438286,1.168516830927027,1.168516830927027,1.2442446000270295,1.2442446000270295,1.3404884531993455,1.3404884531993455,1.4860758044348283,1.4860758044348283,1.771558337404746,1.771558337404746,16.102040816326532
57,new_cases_11_day_ago,0.0,0.2631578947368421,0.2631578947368421,0.5054544219369315,0.5054544219369315,0.6474820143884892,0.6474820143884892,0.7471900218842511,0.7471900218842511,0.8267931275600667,0.8267931275600667,0.8905403898244043,0.8905403898244043,0.9461129095752303,0.9461129095752303,0.9954117362955809,0.9954117362955809,1.043363153242607,1.043363153242607,1.093458606981727,1.093458606981727,1.149529001688969,1.149529001688969,1.2188781136451345,1.2188781136451345,1.3073721985536526,1.3073721985536526,1.4424039168494278,1.4424039168494278,1.7151646058779173,1.7151646058779173,9.086395233366435
58,new_cases_12_day_ago,0.0,0.25329816310638104,0.25329816310638104,0.49826650034853426,0.49826650034853426,0.6382978723404255,0.6382978723404255,0.739855712964324,0.739855712964324,0.8183019789692552,0.8183019789692552,0.8808337881215934,0.8808337881215934,0.9342560553633219,0.9342560553633219,0.9845998485231002,0.9845998485231002,1.0300491878452644,1.0300491878452644,1.0778352366581867,1.0778352366581867,1.1301394805259863,1.1301394805259863,1.1929307805596465,1.1929307805596465,1.275337569017691,1.275337569017691,1.4043119686161953,1.4043119686161953,1.6666666666666665,1.6666666666666665,12.67907437867556
59,new_cases_13_day_ago,0.0,0.24793388429752067,0.24793388429752067,0.4838709677419355,0.4838709677419355,0.6282999603354521,0.6282999603354521,0.7306277952315786,0.7306277952315786,0.8081705150976909,0.8081705150976909,0.8705454305198574,0.8705454305198574,0.924345705383114,0.924345705383114,0.9731340837626622,0.9731340837626622,1.0166856380173965,1.0166856380173965,1.0624092664814533,1.0624092664814533,1.1125189586831474,1.1125189586831474,1.1697094546231082,1.1697094546231082,1.2476999658802563,1.2476999658802563,1.3703748655230137,1.3703748655230137,1.6225176269708754,1.6225176269708754,11.84228802323379
60,new_cases_14_day_ago,0.0,0.2401373008659044,0.2401373008659044,0.4724413228806103,0.4724413228806103,0.6187718443335148,0.6187718443335148,0.7206973844498556,0.7206973844498556,0.7983227929394761,0.7983227929394761,0.8606496665012013,0.8606496665012013,0.9163689572947942,0.9163689572947942,0.9619952494061759,0.9619952494061759,1.0050980287019555,1.0050980287019555,1.0483165094495592,1.0483165094495592,1.0953833558712869,1.0953833558712869,1.1529890662645386,1.1529890662645386,1.226876552270057,1.226876552270057,1.3432835820895526,1.3432835820895526,1.5855580772579734,1.5855580772579734,11.479660532865477
61,new_cases_15_day_ago,0.0,0.22096398473040382,0.22096398473040382,0.458366907444021,0.458366907444021,0.6039888469683818,0.6039888469683818,0.7050899456701545,0.7050899456701545,0.7870234547682428,0.7870234547682428,0.8491934368295038,0.8491934368295038,0.9040539608988906,0.9040539608988906,0.9515953892415635,0.9515953892415635,0.9931150545279047,0.9931150545279047,1.0358015883699019,1.0358015883699019,1.081863123309342,1.081863123309342,1.138245930611509,1.138245930611509,1.2099172860833949,1.2099172860833949,1.317598985001425,1.317598985001425,1.5584699888552778,1.5584699888552778,11.255100408032643
62,new_cases_16_day_ago,0.0,0.20280174325943248,0.20280174325943248,0.43985655594852463,0.43985655594852463,0.5899888388205266,0.5899888388205266,0.690937695368427,0.690937695368427,0.771792889243899,0.771792889243899,0.8389020518954731,0.8389020518954731,0.8925050155559603,0.8925050155559603,0.9402252906976746,0.9402252906976746,0.9844890045143422,0.9844890045143422,1.0272410461127344,1.0272410461127344,1.073569574248463,1.073569574248463,1.1276905994602355,1.1276905994602355,1.2008946399571583,1.2008946399571583,1.3043478260869565,1.3043478260869565,1.5347861245887011,1.5347861245887011,9.6
63,new_cases_17_day_ago,0.0,0.17910447761194034,0.17910447761194034,0.4183279198288204,0.4183279198288204,0.5696202531645569,0.5696202531645569,0.6721188942260266,0.6721188942260266,0.756181472583249,0.756181472583249,0.825103511508571,0.825103511508571,0.8801627679136073,0.8801627679136073,0.9304274937133278,0.9304274937133278,0.9756097560975611,0.9756097560975611,1.020874449642049,1.020874449642049,1.0690396605651167,1.0690396605651167,1.124008386644686,1.124008386644686,1.1989590282165528,1.1989590282165528,1.3030075957868361,1.3030075957868361,1.5404354684646284,1.5404354684646284,9.6
64,new_cases_18_day_ago,0.0,0.15417101643816608,0.15417101643816608,0.39823008849557523,0.39823008849557523,0.5514524874501223,0.5514524874501223,0.6552501351526219,0.6552501351526219,0.7385105224373563,0.7385105224373563,0.8102597760342685,0.8102597760342685,0.8675965560000772,0.8675965560000772,0.9208614697985797,0.9208614697985797,0.9681199451027623,0.9681199451027623,1.0167656833772871,1.0167656833772871,1.0670427358683785,1.0670427358683785,1.126806169033792,1.126806169033792,1.1985040326976313,1.1985040326976313,1.307288670845769,1.307288670845769,1.5429366450210273,1.5429366450210273,12.101694915254237
65,new_cases_19_day_ago,0.0,0.1309251795866066,0.1309251795866066,0.37690825392603955,0.37690825392603955,0.5352345875179991,0.5352345875179991,0.6370024003656855,0.6370024003656855,0.7219830308490855,0.7219830308490855,0.7944746132173908,0.7944746132173908,0.8542414292874275,0.8542414292874275,0.9083383919209758,0.9083383919209758,0.9618200005344993,0.9618200005344993,1.0123573267394623,1.0123573267394623,1.0653527168530497,1.0653527168530497,1.1255036392347655,1.1255036392347655,1.201557496196655,1.201557496196655,1.3103939252431367,1.3103939252431367,1.5486534047213363,1.5486534047213363,30.000000000000032
66,new_cases_20_day_ago,0.0,0.11227282338970329,0.11227282338970329,0.35782748144861665,0.35782748144861665,0.5128205128205129,0.5128205128205129,0.621022185523417,0.621022185523417,0.7048141637860001,0.7048141637860001,0.7777634568812224,0.7777634568812224,0.8405737057303202,0.8405737057303202,0.898141775636614,0.898141775636614,0.9526368494203161,0.9526368494203161,1.0076428625730058,1.0076428625730058,1.063004574190034,1.063004574190034,1.1258754414038608,1.1258754414038608,1.204254605573592,1.204254605573592,1.318503182696266,1.318503182696266,1.5622690715009986,1.5622690715009986,15.000000000000016
67,new_cases_21_day_ago,0.0,0.08613728614377483,0.08613728614377483,0.3325269965129094,0.3325269965129094,0.4887615631409252,0.4887615631409252,0.6,0.6,0.6882767447502554,0.6882767447502554,0.7629951870200447,0.7629951870200447,0.8292626258046967,0.8292626258046967,0.8881578947368421,0.8881578947368421,0.9451843845752501,0.9451843845752501,1.0019676848126693,1.0019676848126693,1.061146219869013,1.061146219869013,1.1282854142978684,1.1282854142978684,1.2078387637638779,1.2078387637638779,1.3284700965702423,1.3284700965702423,1.5749159731113953,1.5749159731113953,9.79972483934449
68,new_cases_22_day_ago,0.0,0.06094186793325437,0.06094186793325437,0.31019776660814635,0.31019776660814635,0.4643510991581,0.4643510991581,0.5772617504930788,0.5772617504930788,0.6660884653552472,0.6660884653552472,0.7432689139050759,0.7432689139050759,0.8108108108108107,0.8108108108108107,0.8755763120804568,0.8755763120804568,0.933060332847454,0.933060332847454,0.9944714801608674,0.9944714801608674,1.0579832019046223,1.0579832019046223,1.1279602175945174,1.1279602175945174,1.2117586515888996,1.2117586515888996,1.3333333333333333,1.3333333333333333,1.5876741152425147,1.5876741152425147,9.885632971434594
69,new_cases_23_day_ago,0.0,0.04215463129956762,0.04215463129956762,0.2863810826972425,0.2863810826972425,0.4424472900778924,0.4424472900778924,0.5555555555555556,0.5555555555555556,0.6478825583678433,0.6478825583678433,0.7258064516129032,0.7258064516129032,0.7961869509994535,0.7961869509994535,0.8625954198473282,0.8625954198473282,0.9245527610434308,0.9245527610434308,0.9890029075881759,0.9890029075881759,1.0563261745928165,1.0563261745928165,1.1294152891833784,1.1294152891833784,1.2228077837033888,1.2228077837033888,1.3577619309073705,1.3577619309073705,1.621683195954156,1.621683195954156,15.000000000000016
70,new_cases_24_day_ago,0.0,0.02562857360033107,0.02562857360033107,0.2644142608740675,0.2644142608740675,0.4186655090150766,0.4186655090150766,0.5304992450994637,0.5304992450994637,0.6271652813330255,0.6271652813330255,0.7071273626458343,0.7071273626458343,0.7809467542379527,0.7809467542379527,0.8491863396745358,0.8491863396745358,0.915734444604466,0.915734444604466,0.9836065573770493,0.9836065573770493,1.0558718486785965,1.0558718486785965,1.1369389355755677,1.1369389355755677,1.23624619364062,1.23624619364062,1.3825037868928658,1.3825037868928658,1.6552046560647087,1.6552046560647087,10.313199105145413
71,new_cases_25_day_ago,0.0,0.014709356523515816,0.014709356523515816,0.24303002016944047,0.24303002016944047,0.39473684210526316,0.39473684210526316,0.5090040726325162,0.5090040726325162,0.6040316871480491,0.6040316871480491,0.6887662690630365,0.6887662690630365,0.7664388135590021,0.7664388135590021,0.8379888268156425,0.8379888268156425,0.9067798453836369,0.9067798453836369,0.9787344975243217,0.9787344975243217,1.0565474329163576,1.0565474329163576,1.1424054781092203,1.1424054781092203,1.252131500228116,1.252131500228116,1.4083344235826774,1.4083344235826774,1.7023026434393342,1.7023026434393342,30.000000000000032
72,new_cases_26_day_ago,0.0,0.0,0.0,0.22185225902344805,0.22185225902344805,0.3740433208515045,0.3740433208515045,0.48683064185413055,0.48683064185413055,0.5835388269466422,0.5835388269466422,0.6689521841841899,0.6689521841841899,0.7500202713753855,0.7500202713753855,0.8249721293199553,0.8249721293199553,0.8992125090950676,0.8992125090950676,0.9743361290995296,0.9743361290995296,1.0568213309370669,1.0568213309370669,1.1460239790144238,1.1460239790144238,1.2662126905607374,1.2662126905607374,1.4335720523498625,1.4335720523498625,1.74735246665722,1.74735246665722,15.000000000000016
73,new_cases_27_day_ago,0.0,0.0,0.0,0.20519225676703062,0.20519225676703062,0.35170231328401963,0.35170231328401963,0.467203337769282,0.467203337769282,0.5633900526750646,0.5633900526750646,0.6523760503575077,0.6523760503575077,0.734625520615693,0.734625520615693,0.8115195727840556,0.8115195727840556,0.8872033708374466,0.8872033708374466,0.9689610073879332,0.9689610073879332,1.0558962397098117,1.0558962397098117,1.1502926647559986,1.1502926647559986,1.2778170032364848,1.2778170032364848,1.4595575262192761,1.4595575262192761,1.7841706607532024,1.7841706607532024,20.0
74,new_cases_28_day_ago,0.0,0.0,0.0,0.18808777429467086,0.18808777429467086,0.3324641988635959,0.3324641988635959,0.44523388065585906,0.44523388065585906,0.5430529367423771,0.5430529367423771,0.633578558834244,0.633578558834244,0.7191684734313583,0.7191684734313583,0.801186943620178,0.801186943620178,0.8754282370143885,0.8754282370143885,0.9619316876241146,0.9619316876241146,1.053158443160205,1.053158443160205,1.1538461538461537,1.1538461538461537,1.2881324923611266,1.2881324923611266,1.4772128988967967,1.4772128988967967,1.8314878118488072,1.8314878118488072,17.142857142857146
75,new_cases_29_day_ago,0.0,0.0,0.0,0.17168465591188894,0.17168465591188894,0.3127688754214011,0.3127688754214011,0.42651192797265924,0.42651192797265924,0.5233114794656111,0.5233114794656111,0.6145327592581419,0.6145327592581419,0.7034002556027338,0.7034002556027338,0.7859740397632256,0.7859740397632256,0.8651285688906694,0.8651285688906694,0.9545017355953112,0.9545017355953112,1.0506442808161034,1.0506442808161034,1.1601058214580364,1.1601058214580364,1.2989679196871013,1.2989679196871013,1.5051844708358222,1.5051844708358222,1.8915144194473803,1.8915144194473803,17.142857142857146
76,new_cases_30_day_ago,0.0,0.0,0.0,0.15447960257525667,0.15447960257525667,0.2911754431179613,0.2911754431179613,0.4054054054054054,0.4054054054054054,0.5027479823792312,0.5027479823792312,0.5947139706835166,0.5947139706835166,0.6855033824794314,0.6855033824794314,0.7715133531157269,0.7715133531157269,0.8545521104298476,0.8545521104298476,0.9468795799432081,0.9468795799432081,1.0504120611478118,1.0504120611478118,1.1658156816831964,1.1658156816831964,1.3152359057254819,1.3152359057254819,1.531284975839045,1.531284975839045,1.9663389513108613,1.9663389513108613,15.000000000000016
77,Cases_STATS_min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,1e-06,6e-06,6e-06,1.9e-05,1.9e-05,4.6e-05,4.6e-05,0.000102,0.000102,0.000179,0.000179,0.00029,0.00029,0.000493,0.000493,0.000851,0.000851,0.001391,0.001391,0.003182,0.003182,0.114434
78,Cases_STATS_max,1e-06,2.5e-05,2.5e-05,4.5e-05,4.5e-05,9e-05,9e-05,0.000142,0.000142,0.000228375,0.000228375,0.000313,0.000313,0.000445,0.000445,0.000656,0.000656,0.000879,0.000879,0.00118575,0.00118575,0.001592,0.001592,0.002322,0.002322,0.003574,0.003574,0.005802,0.005802,0.011362,0.011362,0.249524
79,Cases_STATS_avg,3.33333333333333e-08,6.566666666666667e-06,6.566666666666667e-06,1.4833333333333334e-05,1.4833333333333334e-05,2.832083333333333e-05,2.832083333333333e-05,4.866666666666666e-05,4.866666666666666e-05,8.317916666666667e-05,8.317916666666667e-05,0.00013169166666666666,0.00013169166666666666,0.00020826666666666667,0.00020826666666666667,0.0003072333333333333,0.0003072333333333333,0.0004408208333333333,0.0004408208333333333,0.0006183833333333333,0.0006183833333333333,0.0008962958333333334,0.0008962958333333334,0.00137925,0.00137925,0.0020427749999999993,0.0020427749999999993,0.0034140916666666665,0.0034140916666666665,0.006254120833333333,0.006254120833333333,0.19763003333333332
80,Cases_STATS_std,0.1825741858350553,5.867195613464989,5.867195613464989,10.707661779104761,10.707661779104761,20.351843946086262,20.351843946086262,31.11462818881261,31.11462818881261,48.060693916198716,48.060693916198716,67.11122799170508,67.11122799170508,91.85140075111008,91.85140075111008,126.27783635311064,126.27783635311064,168.1057803424454,168.1057803424454,222.4053269637761,222.4053269637761,292.0459983728193,292.0459983728193,413.8060419136649,413.8060419136649,622.2307811369783,622.2307811369783,1060.8064226964927,1060.8064226964927,2105.088625292803,2105.088625292803,39248.16457776068
81,Cases_STATS_var,0.0333333333333333,34.42399425287357,34.42399425287357,114.65402298850574,114.65402298850574,414.1975574712643,414.1975574712643,968.1201149425286,968.1201149425286,2309.831609195402,2309.831609195402,4503.917241379311,4503.917241379311,8436.67988505747,8436.67988505747,15946.091954022988,15946.091954022988,28259.5540229885,28259.5540229885,49464.129885057475,49464.129885057475,85290.86853448275,85290.86853448275,171235.45977011492,171235.45977011492,387171.15272988507,387171.15272988507,1125310.267816092,1125310.267816092,4431398.248132184,4431398.248132184,1540418422.7229886
82,Cases_STATS_percentile_25,0.0,1e-06,1e-06,4e-06,4e-06,9e-06,9e-06,1.825e-05,1.825e-05,3.7e-05,3.7e-05,7e-05,7e-05,0.00011325,0.00011325,0.00019,0.00019,0.000282,0.000282,0.000423,0.000423,0.0006295,0.0006295,0.001038625,0.001038625,0.00150075,0.00150075,0.0025186875,0.0025186875,0.004918375,0.004918375,0.18894725
83,Cases_STATS_percentile_50,0.0,4e-06,4e-06,1.05e-05,1.05e-05,2e-05,2e-05,3.95e-05,3.95e-05,7.1e-05,7.1e-05,0.000113,0.000113,0.000188,0.000188,0.000286,0.000286,0.000404,0.000404,0.0006085,0.0006085,0.000852,0.000852,0.001304,0.001304,0.0019496875,0.0019496875,0.0033275,0.0033275,0.006099,0.006099,0.19745
84,Cases_STATS_percentile_75,0.0,8.75e-06,8.75e-06,1.875e-05,1.875e-05,3.690625e-05,3.690625e-05,6.55e-05,6.55e-05,0.00010925,0.00010925,0.00016975,0.00016975,0.00026975,0.00026975,0.0003835,0.0003835,0.000543,0.000543,0.000755625,0.000755625,0.00109840625,0.00109840625,0.0016275,0.0016275,0.0025171875000000003,0.0025171875000000003,0.0040588125,0.0040588125,0.0073135,0.0073135,0.22112725
85,Cases_STATS_entropy,0.0,2.732834821234129,2.732834821234129,2.952008474446558,2.952008474446558,3.0740383096713595,3.0740383096713595,3.1442854421789654,3.1442854421789654,3.197228396801739,3.197228396801739,3.2348553412270276,3.2348553412270276,3.2636779902978263,3.2636779902978263,3.2890571502810464,3.2890571502810464,3.309249223481824,3.309249223481824,3.327493359315221,3.327493359315221,3.34530360282375,3.34530360282375,3.3596752644065804,3.3596752644065804,3.3713817919942235,3.3713817919942235,3.3806103502183555,3.3806103502183555,3.3884717221136187,3.3884717221136187,3.4007281375470377
86,Death_STATS_min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,1e-06,2e-06,2e-06,6e-06,6e-06,1.3e-05,1.3e-05,2.9e-05,2.9e-05,7.2e-05,7.2e-05,0.00135
87,Death_STATS_max,1e-06,1e-06,1e-06,2e-06,2e-06,2e-06,2e-06,4e-06,4e-06,5e-06,5e-06,7e-06,7e-06,9e-06,9e-06,1.3e-05,1.3e-05,1.8e-05,1.8e-05,2.5e-05,2.5e-05,3.7e-05,3.7e-05,5.8e-05,5.8e-05,9.5e-05,9.5e-05,0.000175,0.000175,0.000381,0.000381,0.004143
88,Death_STATS_avg,3.33333333333333e-08,1.0000000000000001e-07,1.0000000000000001e-07,2.0000000000000002e-07,2.0000000000000002e-07,3.6666666666666656e-07,3.6666666666666656e-07,6.333333333333333e-07,6.333333333333333e-07,1.1333333333333332e-06,1.1333333333333332e-06,1.8000000000000001e-06,1.8000000000000001e-06,2.7375000000000005e-06,2.7375000000000005e-06,4.233333333333333e-06,4.233333333333333e-06,6.633333333333334e-06,6.633333333333334e-06,1.0666666666666666e-05,1.0666666666666666e-05,1.66e-05,1.66e-05,2.7216666666666666e-05,2.7216666666666666e-05,4.676666666666667e-05,4.676666666666667e-05,8.618333333333333e-05,8.618333333333333e-05,0.00018265416666666666,0.00018265416666666666,0.002262766666666667
89,Death_STATS_std,0.1825741858350553,0.3051285766293646,0.3051285766293646,0.4497764451088036,0.4497764451088036,0.6686751354593717,0.6686751354593717,0.9352607356658148,0.9352607356658148,1.2635472781569874,1.2635472781569874,1.6386144974533725,1.6386144974533725,2.1971768720102056,2.1971768720102056,3.0618152530285294,3.0618152530285294,3.9433306054337045,3.9433306054337045,5.298882984577842,5.298882984577842,7.412051372205431,7.412051372205431,11.239222167311516,11.239222167311516,18.537299304348352,18.537299304348352,34.52457477879479,34.52457477879479,73.32455105204549,73.32455105204549,982.9745667363802
90,Death_STATS_var,0.0333333333333333,0.093103448275862,0.093103448275862,0.2022988505747126,0.2022988505747126,0.4471264367816091,0.4471264367816091,0.8747126436781612,0.8747126436781612,1.5965517241379312,1.5965517241379312,2.685057471264368,2.685057471264368,4.827586206896552,4.827586206896552,9.374712643678158,9.374712643678158,15.54985632183908,15.54985632183908,28.07816091954023,28.07816091954023,54.93850574712644,54.93850574712644,126.3201149425287,126.3201149425287,343.6314655172414,343.6314655172414,1191.9462643678162,1191.9462643678162,5376.4897988505745,5376.4897988505745,966238.9988505744
91,Death_STATS_percentile_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,1e-06,2e-06,2e-06,3e-06,3e-06,6e-06,6e-06,1e-05,1e-05,1.725e-05,1.725e-05,3.25e-05,3.25e-05,5.95e-05,5.95e-05,0.00013925,0.00013925,0.001837
92,Death_STATS_percentile_50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,1e-06,1e-06,1e-06,2e-06,2e-06,3e-06,3e-06,5.5e-06,5.5e-06,9e-06,9e-06,1.45e-05,1.45e-05,2.45e-05,2.45e-05,4.4e-05,4.4e-05,7.9e-05,7.9e-05,0.00018106250000000002,0.00018106250000000002,0.0025305
93,Death_STATS_percentile_75,0.0,0.0,0.0,0.0,0.0,7.5e-07,7.5e-07,1e-06,1e-06,1.7499999999999998e-06,1.7499999999999998e-06,2.75e-06,2.75e-06,4e-06,4e-06,5.75e-06,5.75e-06,8.5e-06,8.5e-06,1.325e-05,1.325e-05,2.025e-05,2.025e-05,3.35e-05,3.35e-05,5.675e-05,5.675e-05,0.00010375,0.00010375,0.00021075,0.00021075,0.002901
94,Death_STATS_entropy,0.0,0.6931471805599453,0.6931471805599453,1.464816384890813,1.464816384890813,1.9061547465398498,1.9061547465398498,2.2459520807289133,2.2459520807289133,2.517499208443885,2.517499208443885,2.760940823497497,2.760940823497497,2.949874733331859,2.949874733331859,3.090658913942904,3.090658913942904,3.165458788522021,3.165458788522021,3.2220826382206216,3.2220826382206216,3.2649177027486496,3.2649177027486496,3.2985886253409498,3.2985886253409498,3.3304903115907365,3.3304903115907365,3.3582359131209505,3.3582359131209505,3.379957110802085,3.379957110802085,3.400573700786061
95,GDP,0.0,14290.0,14290.0,23246.0,23246.0,34624.0,34624.0,51999.0,51999.0,60286.0,60286.0,77883.0,77883.0,108656.0,108656.0,165730.0,165730.0,221716.0,221716.0,282588.0,282588.0,366386.0,366386.0,399064.0,399064.0,610662.0,610662.0,1088768.0,1088768.0,1600264.0,1600264.0,20807269.0
