,col_name,0_min,0_max,1_min,1_max,2_min,2_max,3_min,3_max,4_min,4_max,5_min,5_max,6_min,6_max,7_min,7_max,8_min,8_max,9_min,9_max,10_min,10_max,11_min,11_max,12_min,12_max,13_min,13_max,14_min,14_max,15_min,15_max,16_min,16_max,17_min,17_max,18_min,18_max,19_min,19_max,20_min,20_max,21_min,21_max,22_min,22_max,23_min,23_max,24_min,24_max,25_min,25_max,26_min,26_max,27_min,27_max,28_min,28_max,29_min,29_max,30_min,30_max,31_min,31_max,32_min,32_max,33_min,33_max,34_min,34_max,35_min,35_max,36_min,36_max,37_min,37_max,38_min,38_max,39_min,39_max,40_min,40_max,41_min,41_max,42_min,42_max,43_min,43_max,44_min,44_max,45_min,45_max,46_min,46_max,47_min,47_max,48_min,48_max,49_min,49_max,50_min,50_max,51_min,51_max,52_min,52_max,53_min,53_max,54_min,54_max,55_min,55_max,56_min,56_max,57_min,57_max,58_min,58_max,59_min,59_max,60_min,60_max,61_min,61_max,62_min,62_max,63_min,63_max
10,stringency_index,0.0,25.93,25.93,29.63,29.63,33.33,33.33,36.11,36.11,38.89,38.89,39.81,39.81,40.74,40.74,42.59,42.59,43.52,43.52,44.91,44.91,46.3,46.3,47.22,47.22,48.15,48.15,49.54,49.54,50.0,50.0,50.93,50.93,51.85,51.85,52.78,52.78,52.78,52.78,53.7,53.7,54.63,54.63,55.56,55.56,57.41,57.41,58.33,58.33,59.260000000000005,59.260000000000005,60.19,60.19,60.64999999999999,60.64999999999999,62.04,62.04,62.96,62.96,64.35,64.35,64.81,64.81,65.74,65.74,66.2,66.2,67.59,67.59,68.52,68.52,69.44,69.44,70.37,70.37,71.3,71.3,71.3,71.3,72.22,72.22,73.15,73.15,73.15,73.15,75.0,75.0,75.0,75.0,76.39,76.39,76.85,76.85,78.7,78.7,79.17,79.17,79.63,79.63,80.56,80.56,80.56,80.56,81.48,81.48,81.94,81.94,83.33,83.33,84.26,84.26,84.26,84.26,87.04,87.04,87.03999999999999,87.03999999999999,88.89,88.89,90.74,90.74,92.59,92.59,93.52,93.52,96.3,96.3,100.0
11,population_density,3.202,3.404,3.404,4.037,4.037,8.823,8.823,10.202,10.202,14.462,14.462,15.322,15.322,16.177,16.177,17.144,17.144,18.136,18.136,19.751,19.751,22.995,22.995,24.282,24.282,31.033,31.033,31.212000000000003,31.212000000000003,37.728,37.728,43.951,43.951,45.135,45.135,46.754,46.754,49.831,49.831,55.133,55.133,66.444,66.444,68.496,68.496,69.874,69.874,73.726,73.726,77.39,77.39,80.08,80.08,80.291,80.291,83.479,83.479,85.129,85.129,88.125,88.125,96.254,96.254,102.619,102.619,104.914,104.914,104.957,104.957,108.043,108.043,109.285,109.285,112.37099999999998,112.37099999999998,113.128,113.128,124.027,124.027,126.719,126.719,135.132,135.132,136.52,136.52,143.366,143.366,145.725,145.725,157.834,157.834,204.43,204.43,205.859,205.859,214.243,214.243,222.873,222.873,227.322,227.322,231.447,231.447,255.573,255.573,266.879,266.879,272.898,272.898,307.811,307.811,341.955,341.955,347.778,347.778,351.873,351.873,375.564,375.564,450.419,450.419,527.967,527.967,1265.036,1265.036,1454.037,1454.037,1935.907
12,median_age,16.4,17.7,17.7,18.1,18.1,19.4,19.4,19.6,19.6,19.8,19.8,20.0,20.0,21.1,21.1,23.2,23.2,23.5,23.5,25.2,25.2,25.4,25.4,26.5,26.5,27.3,27.3,27.5,27.5,27.6,27.6,28.2,28.2,29.1,29.1,29.299999999999997,29.299999999999997,29.3,29.3,29.6,29.6,29.7,29.7,29.9,29.9,30.6,30.6,31.4,31.4,31.6,31.6,31.9,31.9,31.9,31.9,31.9,31.9,32.4,32.4,32.4,32.4,33.7,33.7,34.0,34.0,34.1,34.1,35.6,35.6,36.2,36.2,37.3,37.3,37.9,37.9,38.7,38.7,39.6,39.6,39.7,39.7,39.7,39.7,40.8,40.8,41.2,41.2,41.2,41.2,41.4,41.4,41.8,41.8,41.8,41.8,42.3,42.3,42.4,42.4,42.587500000000006,42.587500000000006,42.8,42.8,43.0,43.0,43.1,43.1,43.4,43.4,43.4,43.4,43.5,43.5,44.0,44.0,44.39999999999999,44.39999999999999,44.5,44.5,44.7,44.7,45.3,45.3,47.9,47.9,48.2,48.2,48.2
13,gdp_per_capita,1095.042,1136.103,1136.103,1429.813,1429.813,1729.927,1729.927,1899.775,1899.775,2442.804,2442.804,3523.984,3523.984,3689.251,3689.251,5034.708,5034.708,5591.597,5591.597,6426.674,6426.674,6885.829,6885.829,7423.808,7423.808,7485.013,7485.013,7599.188,7599.188,7894.393,7894.393,8827.01,8827.01,10849.297,10849.297,11188.744,11188.744,11713.895,11713.895,12236.706,12236.706,12294.876,12294.876,14048.881,14048.881,14600.861,14600.861,15663.986,15663.986,17336.469,17336.469,18563.307,18563.307,18933.907,18933.907,19082.62,19082.62,22267.037,22267.037,22669.797,22669.797,22767.037,22767.037,23313.199,23313.199,24055.588,24055.588,24765.954,24765.954,25063.846,25063.846,25129.341,25129.341,26777.561,26777.561,26808.163999999997,26808.163999999997,27216.445,27216.445,28763.071,28763.071,29481.252,29481.252,30155.151999999995,30155.151999999995,31400.840000000004,31400.840000000004,32415.132,32415.132,33132.32,33132.32,35220.084,35220.084,35938.374,35938.374,36513.323,36513.323,39002.223,39002.223,39753.244,39753.244,40585.721,40585.721,42658.576,42658.576,44017.591,44017.591,44648.71,44648.71,45436.686,45436.686,46682.515,46682.515,49045.411,49045.411,57410.166,57410.166,64800.057,64800.057,65530.537,65530.537,67293.483,67293.483,67335.293,67335.293,94277.965,94277.965,116935.6
14,hospital_beds_per_thousand,0.2,0.3,0.3,0.5,0.5,0.53,0.53,0.6,0.6,0.7,0.7,0.7,0.7,0.8,0.8,0.9,0.9,1.0,1.0,1.04,1.04,1.1,1.1,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.38,1.38,1.4,1.4,1.4,1.4,1.6,1.6,1.6,1.6,1.7,1.7,1.71,1.71,1.9,1.9,2.0,2.0,2.0,2.0,2.11,2.11,2.3,2.3,2.3,2.3,2.32,2.32,2.5,2.5,2.5,2.5,2.6,2.6,2.7,2.7,2.8,2.8,2.81,2.81,2.96,2.96,2.99,2.99,3.18,3.18,3.28,3.28,3.39,3.39,3.4,3.4,3.5,3.5,3.6,3.6,3.84,3.84,4.21,4.21,4.5,4.5,4.51,4.51,4.53,4.53,4.69,4.69,5.0,5.0,5.54,5.54,5.609,5.609,5.64,5.64,5.82,5.82,6.56,6.56,6.62,6.62,6.7,6.7,7.02,7.02,7.370000000000001,7.370000000000001,7.454,7.454,8.05,8.05,11.0,11.0,13.05,13.05,13.05
15,life_expectancy,60.85,61.040000000000006,61.040000000000006,61.49,61.49,63.89,63.89,64.07,64.07,64.13,64.13,66.6,66.6,66.7,66.7,67.27,67.27,69.66,69.66,70.6,70.6,71.23,71.23,71.51,71.51,71.72,71.72,72.06,72.06,72.59,72.59,73.32,73.32,73.6,73.6,74.08,74.08,74.25,74.25,74.3,74.3,74.79,74.79,75.05,75.05,75.13,75.13,75.29,75.29,75.49,75.49,75.93,75.93,76.0,76.0,76.16,76.16,76.67,76.67,76.68,76.68,76.68,76.68,76.74,76.74,76.88,76.88,76.98,76.98,77.29,77.29,77.29,77.29,77.54,77.54,77.69,77.69,77.91,77.91,77.97,77.97,78.49,78.49,78.73,78.73,78.74,78.74,80.18,80.18,80.23,80.23,80.9,80.9,80.98,80.98,81.32,81.32,81.54,81.54,81.63,81.63,81.91,81.91,82.05,82.05,82.24,82.24,82.25,82.25,82.3,82.3,82.4,82.4,82.43,82.43,82.53,82.53,82.99,82.99,83.03,83.03,83.44,83.44,83.78,83.78,84.63,84.63,84.63
16,human_development_index,0.437,0.463,0.463,0.477,0.477,0.503,0.503,0.535,0.535,0.562,0.562,0.578,0.578,0.588,0.588,0.592,0.592,0.608,0.608,0.64,0.64,0.65,0.65,0.667,0.667,0.685,0.685,0.693,0.693,0.694,0.694,0.699,0.699,0.702,0.702,0.732,0.732,0.736,0.736,0.747,0.747,0.75,0.75,0.755,0.755,0.768,0.768,0.774,0.774,0.784,0.784,0.787,0.787,0.7889999999999999,0.7889999999999999,0.798,0.798,0.8,0.8,0.802,0.802,0.804,0.804,0.811,0.811,0.813,0.813,0.816,0.816,0.825,0.825,0.838,0.838,0.843,0.843,0.846,0.846,0.847,0.847,0.847,0.847,0.853,0.853,0.8560000000000001,0.8560000000000001,0.858,0.858,0.863,0.863,0.865,0.865,0.869,0.869,0.87,0.87,0.878,0.878,0.88,0.88,0.896,0.896,0.903,0.903,0.903,0.903,0.908,0.908,0.909,0.909,0.916,0.916,0.917,0.917,0.92,0.92,0.922,0.922,0.926,0.926,0.929,0.929,0.938,0.938,0.939,0.939,0.944,0.944,0.953
17,new_death_1_day_ago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1621497416534181,0.1621497416534181,0.2857142857142857,0.2857142857142857,0.3643551909714757,0.3643551909714757,0.42019402949328355,0.42019402949328355,0.47384608620579394,0.47384608620579394,0.5263157894736842,0.5263157894736842,0.5729026541061728,0.5729026541061728,0.6154752044725127,0.6154752044725127,0.6593406593406593,0.6593406593406593,0.7017543859649122,0.7017543859649122,0.7421045399332447,0.7421045399332447,0.7796281407859681,0.7796281407859681,0.8132530120481928,0.8132530120481928,0.8515465470410681,0.8515465470410681,0.8823529411764706,0.8823529411764706,0.9139784946236559,0.9139784946236559,0.9459124228542586,0.9459124228542586,0.9782608695652173,0.9782608695652173,1.0091238275970595,1.0091238275970595,1.0452838638555877,1.0452838638555877,1.0800418356997972,1.0800418356997972,1.1111111111111112,1.1111111111111112,1.1538461538461537,1.1538461538461537,1.1915255238030973,1.1915255238030973,1.229522606307062,1.229522606307062,1.2698001053810182,1.2698001053810182,1.3043478260869568,1.3043478260869568,1.3612900585680805,1.3612900585680805,1.4114002307743867,1.4114002307743867,1.4634146341463414,1.4634146341463414,1.5242651430270049,1.5242651430270049,1.5918367346938775,1.5918367346938775,1.6635247882926,1.6635247882926,1.7376855108964886,1.7376855108964886,1.8181818181818183,1.8181818181818183,1.923076923076923,1.923076923076923,2.0278864132928778,2.0278864132928778,2.1590909090909087,2.1590909090909087,2.307692307692308,2.307692307692308,2.5,2.5,2.7272727272727275,2.7272727272727275,3.0,3.0,3.3333333333333335,3.3333333333333335,3.8894189991518235,3.8894189991518235,4.793125583566759,4.793125583566759,6.000000000000003,6.000000000000003,10.0,10.0,30.000000000000032
18,new_death_2_day_ago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12252973006765674,0.12252973006765674,0.2758760386305303,0.2758760386305303,0.35685726836493215,0.35685726836493215,0.41750136271964833,0.41750136271964833,0.47302939836283253,0.47302939836283253,0.5287383903505365,0.5287383903505365,0.5758157389635317,0.5758157389635317,0.6185567010309279,0.6185567010309279,0.6593406593406593,0.6593406593406593,0.7001622190685344,0.7001622190685344,0.7426720789760475,0.7426720789760475,0.7792207792207791,0.7792207792207791,0.8143645084499193,0.8143645084499193,0.8458451015626065,0.8458451015626065,0.8795199634002179,0.8795199634002179,0.9090909090909091,0.9090909090909091,0.9407194900490168,0.9407194900490168,0.9726134855993112,0.9726134855993112,1.0058188726011394,1.0058188726011394,1.03448275862069,1.03448275862069,1.0714285714285714,1.0714285714285714,1.1025498239744065,1.1025498239744065,1.1397250331551283,1.1397250331551283,1.17644761388386,1.17644761388386,1.211111739405432,1.211111739405432,1.25,1.25,1.290376049413697,1.290376049413697,1.3326897423463864,1.3326897423463864,1.3790717223474396,1.3790717223474396,1.430460872419629,1.430460872419629,1.4936241686763365,1.4936241686763365,1.5501956050668255,1.5501956050668255,1.609612482347451,1.609612482347451,1.672705714020747,1.672705714020747,1.7647058823529411,1.7647058823529411,1.86046511627907,1.86046511627907,1.9579555392704182,1.9579555392704182,2.079402924536151,2.079402924536151,2.2186299889290044,2.2186299889290044,2.380952380952381,2.380952380952381,2.5714285714285716,2.5714285714285716,2.8087476908866997,2.8087476908866997,3.1764705882352944,3.1764705882352944,3.74375,3.74375,4.328898327121435,4.328898327121435,5.714285714285714,5.714285714285714,8.571428571428573,8.571428571428573,30.000000000000032
19,new_death_3_day_ago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2547544611493606,0.2547544611493606,0.3488372093023256,0.3488372093023256,0.4109589041095891,0.4109589041095891,0.46875,0.46875,0.5255240124380974,0.5255240124380974,0.5732484076433121,0.5732484076433121,0.6182911500716988,0.6182911500716988,0.6591985963474727,0.6591985963474727,0.6997272686731071,0.6997272686731071,0.7426604314940777,0.7426604314940777,0.7792207792207791,0.7792207792207791,0.8108108108108107,0.8108108108108107,0.8431135952310485,0.8431135952310485,0.8777325296627239,0.8777325296627239,0.9070918086860913,0.9070918086860913,0.9375,0.9375,0.9677419354838709,0.9677419354838709,1.0,1.0,1.0305907754962835,1.0305907754962835,1.0588235294117647,1.0588235294117647,1.093249974523801,1.093249974523801,1.125,1.125,1.1553933854003935,1.1553933854003935,1.1953175887185177,1.1953175887185177,1.2317847050108617,1.2317847050108617,1.2711864406779663,1.2711864406779663,1.3043478260869565,1.3043478260869565,1.3491143740104738,1.3491143740104738,1.4025039341392755,1.4025039341392755,1.4567363184652218,1.4567363184652218,1.5069448527371425,1.5069448527371425,1.5789086383541269,1.5789086383541269,1.6387864528234095,1.6387864528234095,1.714285714285714,1.714285714285714,1.798703894027635,1.798703894027635,1.8777396887635844,1.8777396887635844,2.0,2.0,2.1238938053097347,2.1238938053097347,2.272998851609299,2.272998851609299,2.471231268172668,2.471231268172668,2.6785714285714284,2.6785714285714284,3.0,3.0,3.397388927247876,3.397388927247876,4.186046511627907,4.186046511627907,5.142857142857142,5.142857142857142,7.500000000000002,7.500000000000002,30.000000000000032
20,new_death_4_day_ago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24080968051556284,0.24080968051556284,0.34006391017945636,0.34006391017945636,0.4087592854616201,0.4087592854616201,0.4676788968270037,0.4676788968270037,0.5202312138728323,0.5202312138728323,0.573248407643312,0.573248407643312,0.6164732169536319,0.6164732169536319,0.6569343065693432,0.6569343065693432,0.6979677449205237,0.6979677449205237,0.7407407407407407,0.7407407407407407,0.7758620689655172,0.7758620689655172,0.8108108108108107,0.8108108108108107,0.8413343842176287,0.8413343842176287,0.8727272727272728,0.8727272727272728,0.9028727770177838,0.9028727770177838,0.9326424870466321,0.9326424870466321,0.9610087750121387,0.9610087750121387,0.9930933819962069,0.9930933819962069,1.0204081632653061,1.0204081632653061,1.0505964326461745,1.0505964326461745,1.0791018997382693,1.0791018997382693,1.1111111111111112,1.1111111111111112,1.1439920706506375,1.1439920706506375,1.1764705882352942,1.1764705882352942,1.2096082334322777,1.2096082334322777,1.25,1.25,1.2883435582822085,1.2883435582822085,1.3251243638053505,1.3251243638053505,1.3726721157212887,1.3726721157212887,1.426789192248738,1.426789192248738,1.4735639784784635,1.4735639784784635,1.530612244897959,1.530612244897959,1.589403973509934,1.589403973509934,1.6666666666666665,1.6666666666666665,1.7370889003083247,1.7370889003083247,1.818181818181818,1.818181818181818,1.9148936170212763,1.9148936170212763,2.014629320048903,2.014629320048903,2.159764397905759,2.159764397905759,2.330097087378641,2.330097087378641,2.5,2.5,2.8,2.8,3.2142857142857144,3.2142857142857144,3.750000000000001,3.750000000000001,5.0,5.0,7.500000000000002,7.500000000000002,30.000000000000032
21,new_death_5_day_ago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22484199438202246,0.22484199438202246,0.33473802377212103,0.33473802377212103,0.4051488630040773,0.4051488630040773,0.46153846153846156,0.46153846153846156,0.5172413793103449,0.5172413793103449,0.5691786225423491,0.5691786225423491,0.6153846153846154,0.6153846153846154,0.6521739130434783,0.6521739130434783,0.6969000190621426,0.6969000190621426,0.7319830465746519,0.7319830465746519,0.7692307692307692,0.7692307692307692,0.8029725732130242,0.8029725732130242,0.8333333333333334,0.8333333333333334,0.8634616885765082,0.8634616885765082,0.892733564013841,0.892733564013841,0.9217193252323457,0.9217193252323457,0.9515859766277129,0.9515859766277129,0.9803921568627452,0.9803921568627452,1.006711409395973,1.006711409395973,1.0352270428376351,1.0352270428376351,1.0671856057617126,1.0671856057617126,1.0949329266453522,1.0949329266453522,1.1226562253970584,1.1226562253970584,1.153846153846154,1.153846153846154,1.1883933706562473,1.1883933706562473,1.2228260869565217,1.2228260869565217,1.2572260103109927,1.2572260103109927,1.2984247461085803,1.2984247461085803,1.3355804132212297,1.3355804132212297,1.3815896182389364,1.3815896182389364,1.4285714285714286,1.4285714285714286,1.4868057904375356,1.4868057904375356,1.5391371649982393,1.5391371649982393,1.6048803402541987,1.6048803402541987,1.6666666666666667,1.6666666666666667,1.7572338290173017,1.7572338290173017,1.8461538461538463,1.8461538461538463,1.9354838709677418,1.9354838709677418,2.0689655172413794,2.0689655172413794,2.2222222222222223,2.2222222222222223,2.4,2.4,2.6509978991596634,2.6509978991596634,3.0,3.0,3.5294117647058822,3.5294117647058822,4.334239130434782,4.334239130434782,7.04694976076555,7.04694976076555,30.000000000000032
22,new_death_6_day_ago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20917452113104285,0.20917452113104285,0.33087867450875763,0.33087867450875763,0.4,0.4,0.46153846153846156,0.46153846153846156,0.517241379310345,0.517241379310345,0.5693380154604466,0.5693380154604466,0.6172011307670223,0.6172011307670223,0.6556386309295783,0.6556386309295783,0.696795376830546,0.696795376830546,0.7317073170731707,0.7317073170731707,0.7677700921040345,0.7677700921040345,0.8023972814744067,0.8023972814744067,0.8333333333333334,0.8333333333333334,0.8640249712122972,0.8640249712122972,0.88871096877502,0.88871096877502,0.9184062239092332,0.9184062239092332,0.9457092819614712,0.9457092819614712,0.971391126176131,0.971391126176131,1.0,1.0,1.0274325770547945,1.0274325770547945,1.0551297672089337,1.0551297672089337,1.0843373493975903,1.0843373493975903,1.1111111111111112,1.1111111111111112,1.1417421082412627,1.1417421082412627,1.1735449943609515,1.1735449943609515,1.2,1.2,1.2371134020618557,1.2371134020618557,1.2707410897582812,1.2707410897582812,1.3050231974244073,1.3050231974244073,1.353129813797407,1.353129813797407,1.3953488372093024,1.3953488372093024,1.4424944293252373,1.4424944293252373,1.5,1.5,1.551724137931035,1.551724137931035,1.6216216216216215,1.6216216216216215,1.6851742624214534,1.6851742624214534,1.7647058823529411,1.7647058823529411,1.8749999999999996,1.8749999999999996,1.9811320754716981,1.9811320754716981,2.1232201224012126,2.1232201224012126,2.3076923076923075,2.3076923076923075,2.5,2.5,2.781712978766983,2.781712978766983,3.3333333333333335,3.3333333333333335,4.285714285714286,4.285714285714286,6.091974431818182,6.091974431818182,30.000000000000032
23,new_death_7_day_ago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18594134852216748,0.18594134852216748,0.3229290467059576,0.3229290467059576,0.39473684210526316,0.39473684210526316,0.4579373097839645,0.4579373097839645,0.5193088161838162,0.5193088161838162,0.5660377358490566,0.5660377358490566,0.6140350877192983,0.6140350877192983,0.6556784419908129,0.6556784419908129,0.6976744186046512,0.6976744186046512,0.7322170654031381,0.7322170654031381,0.7692307692307692,0.7692307692307692,0.8,0.8,0.8326988513805647,0.8326988513805647,0.8574198383733056,0.8574198383733056,0.8840486867392697,0.8840486867392697,0.9090909090909092,0.9090909090909092,0.9380854749512622,0.9380854749512622,0.9633581210912816,0.9633581210912816,0.9908475761146339,0.9908475761146339,1.016949152542373,1.016949152542373,1.043459566796002,1.043459566796002,1.0714285714285714,1.0714285714285714,1.0975609756097562,1.0975609756097562,1.125,1.125,1.1529616957086697,1.1529616957086697,1.1786167973286876,1.1786167973286876,1.2107160630242944,1.2107160630242944,1.2446548140252718,1.2446548140252718,1.28,1.28,1.3186813186813187,1.3186813186813187,1.3617792065282908,1.3617792065282908,1.400676341208535,1.400676341208535,1.4491523106371345,1.4491523106371345,1.5,1.5,1.5636098440649198,1.5636098440649198,1.6343224491982657,1.6343224491982657,1.7045454545454546,1.7045454545454546,1.791044776119403,1.791044776119403,1.8750000000000002,1.8750000000000002,2.0,2.0,2.158273381294964,2.158273381294964,2.387250247688243,2.387250247688243,2.6977858559154,2.6977858559154,3.1513935810810807,3.1513935810810807,4.0,4.0,6.000000000000003,6.000000000000003,30.000000000000032
24,new_death_8_day_ago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1628776338548628,0.1628776338548628,0.3191489361702128,0.3191489361702128,0.3907454273614863,0.3907454273614863,0.4584184380193854,0.4584184380193854,0.5190311418685122,0.5190311418685122,0.5660377358490566,0.5660377358490566,0.6150753851691667,0.6150753851691667,0.6526375628951102,0.6526375628951102,0.695274354801209,0.695274354801209,0.7346938775510204,0.7346938775510204,0.7692307692307692,0.7692307692307692,0.8006776999055851,0.8006776999055851,0.8319596355161912,0.8319596355161912,0.8571428571428571,0.8571428571428571,0.8823529411764706,0.8823529411764706,0.9090909090909091,0.9090909090909091,0.9331763640337989,0.9331763640337989,0.9576123950436131,0.9576123950436131,0.9836065573770493,0.9836065573770493,1.0083574054621849,1.0083574054621849,1.0344827586206897,1.0344827586206897,1.0569727463187186,1.0569727463187186,1.0832250581064855,1.0832250581064855,1.107894935958737,1.107894935958737,1.1320754716981132,1.1320754716981132,1.1598684210526315,1.1598684210526315,1.18912011467328,1.18912011467328,1.2171891807084023,1.2171891807084023,1.25,1.25,1.2857142857142858,1.2857142857142858,1.3202232298787486,1.3202232298787486,1.3636363636363635,1.3636363636363635,1.40625,1.40625,1.457479441659214,1.457479441659214,1.5060566506262378,1.5060566506262378,1.5789473684210527,1.5789473684210527,1.646168950115427,1.646168950115427,1.7223894010371,1.7223894010371,1.8072289156626506,1.8072289156626506,1.9148936170212765,1.9148936170212765,2.068965517241379,2.068965517241379,2.3076923076923075,2.3076923076923075,2.553191489361702,2.553191489361702,3.0,3.0,3.750000000000001,3.750000000000001,6.000000000000003,6.000000000000003,30.000000000000032
25,new_death_9_day_ago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12129098360655738,0.12129098360655738,0.3075451334379906,0.3075451334379906,0.38602012701497096,0.38602012701497096,0.44776119402985076,0.44776119402985076,0.5142857142857143,0.5142857142857143,0.5624339826684295,0.5624339826684295,0.6116133797308503,0.6116133797308503,0.6519396551724138,0.6519396551724138,0.689131226961596,0.689131226961596,0.7282783308873111,0.7282783308873111,0.7617962063635964,0.7617962063635964,0.7911233452358157,0.7911233452358157,0.8227946747056409,0.8227946747056409,0.8473483004681222,0.8473483004681222,0.8737864077669903,0.8737864077669903,0.8988629575443401,0.8988629575443401,0.9243697478991596,0.9243697478991596,0.950040611392351,0.950040611392351,0.9738355318615823,0.9738355318615823,0.999468418497113,0.999468418497113,1.0202283033431427,1.0202283033431427,1.0419913894295776,1.0419913894295776,1.0696614950373986,1.0696614950373986,1.090909090909091,1.090909090909091,1.1129291301438076,1.1129291301438076,1.1404701436521418,1.1404701436521418,1.1666479708844353,1.1666479708844353,1.1939034716342083,1.1939034716342083,1.2225006785849244,1.2225006785849244,1.25132526748417,1.25132526748417,1.2895069532237673,1.2895069532237673,1.3284080025914764,1.3284080025914764,1.3657412726709788,1.3657412726709788,1.4194161837763999,1.4194161837763999,1.471698113207547,1.471698113207547,1.5350558445532436,1.5350558445532436,1.5895783151236271,1.5895783151236271,1.666666666666667,1.666666666666667,1.7513313820250067,1.7513313820250067,1.8518518518518516,1.8518518518518516,2.0,2.0,2.2012041284403674,2.2012041284403674,2.5,2.5,2.926829268292683,2.926829268292683,3.750000000000001,3.750000000000001,5.625,5.625,30.000000000000032
26,new_death_10_day_ago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29126213592233013,0.29126213592233013,0.37190082644628103,0.37190082644628103,0.4411764705882353,0.4411764705882353,0.5,0.5,0.5555555555555555,0.5555555555555555,0.6060606060606061,0.6060606060606061,0.6450855513627963,0.6450855513627963,0.6844106463878327,0.6844106463878327,0.7228915662650602,0.7228915662650602,0.7571075078385251,0.7571075078385251,0.7864313972671897,0.7864313972671897,0.8148511630586978,0.8148511630586978,0.843241231906549,0.843241231906549,0.8674698795180723,0.8674698795180723,0.8916083916083918,0.8916083916083918,0.916357037685881,0.916357037685881,0.9398567227583456,0.9398567227583456,0.9664154945188318,0.9664154945188318,0.9863240269798201,0.9863240269798201,1.0099552850881728,1.0099552850881728,1.0330767368285123,1.0330767368285123,1.0534925578901682,1.0534925578901682,1.076197276478005,1.076197276478005,1.1019273389481787,1.1019273389481787,1.1239193083573487,1.1239193083573487,1.1502632885558743,1.1502632885558743,1.1754623735239784,1.1754623735239784,1.2,1.2,1.2328767123287672,1.2328767123287672,1.2658227848101264,1.2658227848101264,1.3043478260869565,1.3043478260869565,1.3432835820895521,1.3432835820895521,1.3867802899508281,1.3867802899508281,1.4367231435362209,1.4367231435362209,1.4949150453902105,1.4949150453902105,1.5506030142262675,1.5506030142262675,1.6216216216216215,1.6216216216216215,1.6911764705882353,1.6911764705882353,1.791044776119403,1.791044776119403,1.9354838709677418,1.9354838709677418,2.142857142857143,2.142857142857143,2.4,2.4,2.790697674418605,2.790697674418605,3.75,3.75,5.454545454545456,5.454545454545456,30.000000000000032
