,col_name,0_min,0_max,1_min,1_max,2_min,2_max,3_min,3_max,4_min,4_max,5_min,5_max,6_min,6_max,7_min,7_max,8_min,8_max,9_min,9_max,10_min,10_max,11_min,11_max,12_min,12_max,13_min,13_max,14_min,14_max,15_min,15_max,16_min,16_max,17_min,17_max,18_min,18_max,19_min,19_max,20_min,20_max,21_min,21_max,22_min,22_max,23_min,23_max,24_min,24_max,25_min,25_max,26_min,26_max,27_min,27_max,28_min,28_max,29_min,29_max,30_min,30_max,31_min,31_max
20,new_death_4_day_ago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3401842778699381,0.3401842778699381,0.49921659781678335,0.49921659781678335,0.6165944338226502,0.6165944338226502,0.7171314741035856,0.7171314741035856,0.8048705374132855,0.8048705374132855,0.8828512112041731,0.8828512112041731,0.9619807265310338,0.9619807265310338,1.03448275862069,1.03448275862069,1.1111111111111112,1.1111111111111112,1.1949454151233398,1.1949454151233398,1.2857142857142858,1.2857142857142858,1.397652237710932,1.397652237710932,1.5347361088312204,1.5347361088312204,1.7014160046339786,1.7014160046339786,1.929824561403509,1.929824561403509,2.26027397260274,2.26027397260274,2.727272727272728,2.727272727272728,3.75,3.75,6.0,6.0,30.000000000000032
21,new_death_5_day_ago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.329758039052115,0.329758039052115,0.49180327868852464,0.49180327868852464,0.6129119442022668,0.6129119442022668,0.7142857142857143,0.7142857142857143,0.7996669747174787,0.7996669747174787,0.8791208791208791,0.8791208791208791,0.9523809523809523,0.9523809523809523,1.0256410256410258,1.0256410256410258,1.0977719063537097,1.0977719063537097,1.1756068795542236,1.1756068795542236,1.25748502994012,1.25748502994012,1.3636363636363638,1.3636363636363638,1.5,1.5,1.6551724137931036,1.6551724137931036,1.8606747877549945,1.8606747877549945,2.142857142857143,2.142857142857143,2.5963684752747254,2.5963684752747254,3.3799376299376296,3.3799376299376296,5.454545454545456,5.454545454545456,30.000000000000032
22,new_death_6_day_ago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3165183193614107,0.3165183193614107,0.4887380593262946,0.4887380593262946,0.6122448979591837,0.6122448979591837,0.7100591715976331,0.7100591715976331,0.794701986754967,0.794701986754967,0.8737864077669903,0.8737864077669903,0.9448818897637794,0.9448818897637794,1.0139681142493076,1.0139681142493076,1.0852668688791798,1.0852668688791798,1.153846153846154,1.153846153846154,1.2371134020618557,1.2371134020618557,1.3333333333333333,1.3333333333333333,1.4516129032258063,1.4516129032258063,1.5962409386992902,1.5962409386992902,1.7821782178217824,1.7821782178217824,2.0418192350993016,2.0418192350993016,2.4764479528318186,2.4764479528318186,3.298821989528796,3.298821989528796,5.0,5.0,30.000000000000032
23,new_death_7_day_ago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30191483353366255,0.30191483353366255,0.48412129141105076,0.48412129141105076,0.6086027897451196,0.6086027897451196,0.7058823529411765,0.7058823529411765,0.7894736842105263,0.7894736842105263,0.8670520231213873,0.8670520231213873,0.9375,0.9375,1.0009822055961621,1.0009822055961621,1.0714285714285714,1.0714285714285714,1.1386861313868615,1.1386861313868615,1.211911191119112,1.211911191119112,1.3043478260869565,1.3043478260869565,1.4093648634074714,1.4093648634074714,1.5437392795883362,1.5437392795883362,1.7142857142857142,1.7142857142857142,1.95006678539626,1.95006678539626,2.307692307692308,2.307692307692308,3.066195319819217,3.066195319819217,5.0,5.0,30.000000000000032
24,new_death_8_day_ago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28890973872086556,0.28890973872086556,0.48,0.48,0.6000333481547355,0.6000333481547355,0.702576112412178,0.702576112412178,0.7894736842105263,0.7894736842105263,0.8606633179034181,0.8606633179034181,0.9295702196948492,0.9295702196948492,0.994843412882309,0.994843412882309,1.056910569105691,1.056910569105691,1.1180124223602486,1.1180124223602486,1.1907976580891,1.1907976580891,1.2703583061889252,1.2703583061889252,1.3636363636363638,1.3636363636363638,1.5,1.5,1.6541487749431676,1.6541487749431676,1.865050453250615,1.865050453250615,2.2222222222222223,2.2222222222222223,3.0,3.0,5.0,5.0,30.000000000000032
25,new_death_9_day_ago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2629777483138295,0.2629777483138295,0.4683024261374219,0.4683024261374219,0.5955951226726701,0.5955951226726701,0.6976744186046512,0.6976744186046512,0.78125,0.78125,0.8550343725123035,0.8550343725123035,0.9203992402684222,0.9203992402684222,0.9830639407641654,0.9830639407641654,1.04,1.04,1.1029411764705883,1.1029411764705883,1.1683471049405099,1.1683471049405099,1.2425758049390434,1.2425758049390434,1.3333333333333333,1.3333333333333333,1.4457831325301205,1.4457831325301205,1.5890056100313084,1.5890056100313084,1.7857142857142858,1.7857142857142858,2.142857142857143,2.142857142857143,2.7974594444396472,2.7974594444396472,4.615384615384616,4.615384615384616,30.000000000000032
26,new_death_10_day_ago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22933666754409057,0.22933666754409057,0.4523181518451988,0.4523181518451988,0.5863597949778508,0.5863597949778508,0.6829300762139314,0.6829300762139314,0.7692307692307692,0.7692307692307692,0.8445678279819467,0.8445678279819467,0.909090909090909,0.909090909090909,0.9710564048686731,0.9710564048686731,1.0305206177185373,1.0305206177185373,1.0869565217391306,1.0869565217391306,1.1504864719602894,1.1504864719602894,1.2162162162162162,1.2162162162162162,1.3043478260869565,1.3043478260869565,1.4093959731543624,1.4093959731543624,1.5458838247559243,1.5458838247559243,1.7391304347826089,1.7391304347826089,2.0792079207920793,2.0792079207920793,2.727272727272728,2.727272727272728,4.505681818181818,4.505681818181818,30.000000000000032
27,new_death_11_day_ago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1894990616140239,0.1894990616140239,0.4347826086956522,0.4347826086956522,0.5725190839694657,0.5725190839694657,0.6716417910447761,0.6716417910447761,0.759493670886076,0.759493670886076,0.8333333333333334,0.8333333333333334,0.9000000000000001,0.9000000000000001,0.95833035269771,0.95833035269771,1.0140938221924138,1.0140938221924138,1.0714285714285716,1.0714285714285716,1.129032258064516,1.129032258064516,1.1955168119551682,1.1955168119551682,1.2723698952991822,1.2723698952991822,1.3736113523728695,1.3736113523728695,1.5,1.5,1.6853932584269662,1.6853932584269662,2.0,2.0,2.674593352192362,2.674593352192362,4.2857142857142865,4.2857142857142865,30.000000000000032
28,new_death_12_day_ago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14925373134328357,0.14925373134328357,0.42221417201996303,0.42221417201996303,0.5555555555555556,0.5555555555555556,0.6611165523996083,0.6611165523996083,0.75,0.75,0.8219178082191781,0.8219178082191781,0.8890228108461773,0.8890228108461773,0.9473684210526315,0.9473684210526315,1.0,1.0,1.056338028169014,1.056338028169014,1.1111111111111112,1.1111111111111112,1.1727850799082091,1.1727850799082091,1.25,1.25,1.3403706953279229,1.3403706953279229,1.4726718778851482,1.4726718778851482,1.6666666666666665,1.6666666666666665,1.9760351673284178,1.9760351673284178,2.608695652173913,2.608695652173913,4.2857142857142865,4.2857142857142865,30.000000000000032
29,new_death_13_day_ago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06914218958611482,0.06914218958611482,0.4021786786280396,0.4021786786280396,0.5434782608695653,0.5434782608695653,0.6498194945848376,0.6498194945848376,0.7377049180327869,0.7377049180327869,0.8108108108108107,0.8108108108108107,0.8823529411764705,0.8823529411764705,0.9374999999999998,0.9374999999999998,0.9917355371900827,0.9917355371900827,1.041016277057457,1.041016277057457,1.0965944080586694,1.0965944080586694,1.1538461538461537,1.1538461538461537,1.2244897959183674,1.2244897959183674,1.3119829279128887,1.3119829279128887,1.436435746083092,1.436435746083092,1.6265060240963856,1.6265060240963856,1.926605504587156,1.926605504587156,2.5,2.5,4.2857142857142865,4.2857142857142865,30.000000000000032
30,new_death_14_day_ago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3846153846153846,0.3846153846153846,0.5309734513274337,0.5309734513274337,0.6382978723404255,0.6382978723404255,0.7241379310344828,0.7241379310344828,0.8,0.8,0.8686774986886345,0.8686774986886345,0.9259259259259258,0.9259259259259258,0.980392156862745,0.980392156862745,1.0306652218883259,1.0306652218883259,1.081081081081081,1.081081081081081,1.1397058823529411,1.1397058823529411,1.2043795620437956,1.2043795620437956,1.2928409395306844,1.2928409395306844,1.4136125654450262,1.4136125654450262,1.592920353982301,1.592920353982301,1.8816420470951924,1.8816420470951924,2.5,2.5,4.285714285714286,4.285714285714286,30.000000000000032
31,new_death_15_day_ago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36809815950920244,0.36809815950920244,0.5176364935007527,0.5176364935007527,0.6244579358196011,0.6244579358196011,0.7136492430994079,0.7136492430994079,0.7894736842105263,0.7894736842105263,0.8571428571428571,0.8571428571428571,0.9152542372881355,0.9152542372881355,0.9677419354838708,0.9677419354838708,1.0185231490624844,1.0185231490624844,1.0714285714285714,1.0714285714285714,1.125,1.125,1.1888111888111887,1.1888111888111887,1.2685086165244,1.2685086165244,1.390728476821192,1.390728476821192,1.5754639936999912,1.5754639936999912,1.875,1.875,2.5,2.5,4.285714285714286,4.285714285714286,30.000000000000032
32,new_death_16_day_ago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3474903474903475,0.3474903474903475,0.5013861849393897,0.5013861849393897,0.6082949308755762,0.6082949308755762,0.6976744186046512,0.6976744186046512,0.7741935483870968,0.7741935483870968,0.844440863295612,0.844440863295612,0.9074754991723188,0.9074754991723188,0.9615384615384615,0.9615384615384615,1.0109348555576376,1.0109348555576376,1.0606060606060606,1.0606060606060606,1.1115187087307412,1.1115187087307412,1.1764705882352942,1.1764705882352942,1.256544502617801,1.256544502617801,1.3700474036259216,1.3700474036259216,1.5481493223428706,1.5481493223428706,1.8461538461538463,1.8461538461538463,2.4247994652406417,2.4247994652406417,4.190134447674419,4.190134447674419,30.000000000000032
33,new_death_17_day_ago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32037384377295514,0.32037384377295514,0.4781899662901233,0.4781899662901233,0.588716271463614,0.588716271463614,0.6818181818181819,0.6818181818181819,0.7587870264135115,0.7587870264135115,0.8301793474445237,0.8301793474445237,0.893854748603352,0.893854748603352,0.951180324785253,0.951180324785253,1.0,1.0,1.054173617123508,1.054173617123508,1.1097099621689785,1.1097099621689785,1.171875,1.171875,1.25,1.25,1.3636363636363638,1.3636363636363638,1.5384615384615383,1.5384615384615383,1.8367346938775513,1.8367346938775513,2.419354838709677,2.419354838709677,4.0,4.0,30.000000000000032
