,DataSet,1_neighbours,2_neighbours,3_neighbours,4_neighbours,5_neighbours,6_neighbours,7_neighbours
0,WWC_09_01_2021_no_nulls_8_classes,100.0,75.69,75.68,69.62,70.05,66.08,66.87
