,dataSetName,1_k,2_k,5_k,20_k,50_k,100_k,250_k,500_k,750_k,1000_k,1250_k,1500_k,1750_k,2000_k,2000_k,2250_k,2500_k,2750_k,3000_k,3250_k,3500_k,3750_k,4000_k,4250_k,4500_k,4750_k,5000_k,5250_k,5500_k,5750_k,6000_k,6250_k,6500_k,6750_k,7000_k,7250_k,7500_k,7750_k,8000_k
0,WWC_09_01_2021_no_nulls_AVG_100000_classes.csv,57.75333333333333,58.173333333333325,59.59,61.876666666666665,63.723333333333336,63.053333333333335,63.77,63.72666666666667,63.18333333333334,62.73333333333333,62.82,62.916666666666664,62.69,62.09,62.11333333333334,62.026666666666664,61.73666666666667,61.946666666666665,61.60666666666666,61.879999999999995,61.776666666666664,61.00666666666666,61.690000000000005,61.593333333333334,61.580000000000005,61.803333333333335,60.54333333333333,61.13999999999999,60.403333333333336,60.096666666666664,61.25,60.160000000000004,60.673333333333325,60.10333333333333,60.05666666666667,60.32333333333333,59.95666666666667,59.91,59.666666666666664
