,1.0,0.75,0.5,0.25,0.01,0.05,0.001
0,49.533,49.497,49.17299999999999,49.299,49.440999999999995,49.424,49.44799999999999
1,49.98800000000001,49.867,47.620999999999995,51.797000000000004,49.580000000000005,46.44199999999999,48.81099999999999
