,col_name,0_min,0_max,1_min,1_max,2_min,2_max,3_min,3_max,4_min,4_max,5_min,5_max,6_min,6_max,7_min,7_max,8_min,8_max,9_min,9_max,10_min,10_max,11_min,11_max,12_min,12_max,13_min,13_max,14_min,14_max,15_min,15_max,16_min,16_max,17_min,17_max,18_min,18_max,19_min,19_max,20_min,20_max,21_min,21_max,22_min,22_max,23_min,23_max,24_min,24_max,25_min,25_max,26_min,26_max,27_min,27_max,28_min,28_max,29_min,29_max,30_min,30_max,31_min,31_max,32_min,32_max,33_min,33_max,34_min,34_max,35_min,35_max,36_min,36_max,37_min,37_max,38_min,38_max,39_min,39_max,40_min,40_max,41_min,41_max,42_min,42_max,43_min,43_max,44_min,44_max,45_min,45_max,46_min,46_max,47_min,47_max,48_min,48_max,49_min,49_max,50_min,50_max,51_min,51_max,52_min,52_max,53_min,53_max,54_min,54_max,55_min,55_max,56_min,56_max,57_min,57_max,58_min,58_max,59_min,59_max,60_min,60_max,61_min,61_max,62_min,62_max,63_min,63_max,64_min,64_max,65_min,65_max,66_min,66_max,67_min,67_max,68_min,68_max,69_min,69_max,70_min,70_max,71_min,71_max,72_min,72_max,73_min,73_max,74_min,74_max,75_min,75_max,76_min,76_max,77_min,77_max,78_min,78_max,79_min,79_max,80_min,80_max,81_min,81_max,82_min,82_max,83_min,83_max,84_min,84_max,85_min,85_max,86_min,86_max,87_min,87_max,88_min,88_max,89_min,89_max,90_min,90_max,91_min,91_max,92_min,92_max,93_min,93_max,94_min,94_max,95_min,95_max,96_min,96_max,97_min,97_max,98_min,98_max,99_min,99_max,100_min,100_max,101_min,101_max,102_min,102_max,103_min,103_max,104_min,104_max,105_min,105_max,106_min,106_max,107_min,107_max,108_min,108_max,109_min,109_max,110_min,110_max,111_min,111_max,112_min,112_max,113_min,113_max,114_min,114_max,115_min,115_max,116_min,116_max,117_min,117_max,118_min,118_max,119_min,119_max,120_min,120_max,121_min,121_max,122_min,122_max,123_min,123_max,124_min,124_max,125_min,125_max,126_min,126_max,127_min,127_max,128_min,128_max,129_min,129_max,130_min,130_max,131_min,131_max,132_min,132_max,133_min,133_max,134_min,134_max,135_min,135_max,136_min,136_max,137_min,137_max,138_min,138_max,139_min,139_max,140_min,140_max,141_min,141_max,142_min,142_max,143_min,143_max,144_min,144_max,145_min,145_max,146_min,146_max,147_min,147_max,148_min,148_max,149_min,149_max,150_min,150_max,151_min,151_max,152_min,152_max,153_min,153_max,154_min,154_max,155_min,155_max,156_min,156_max,157_min,157_max,158_min,158_max,159_min,159_max,160_min,160_max,161_min,161_max,162_min,162_max,163_min,163_max,164_min,164_max,165_min,165_max,166_min,166_max,167_min,167_max,168_min,168_max,169_min,169_max,170_min,170_max,171_min,171_max,172_min,172_max,173_min,173_max,174_min,174_max,175_min,175_max,176_min,176_max,177_min,177_max,178_min,178_max,179_min,179_max,180_min,180_max,181_min,181_max,182_min,182_max,183_min,183_max,184_min,184_max,185_min,185_max,186_min,186_max,187_min,187_max,188_min,188_max,189_min,189_max,190_min,190_max,191_min,191_max,192_min,192_max,193_min,193_max,194_min,194_max,195_min,195_max,196_min,196_max,197_min,197_max,198_min,198_max,199_min,199_max,200_min,200_max,201_min,201_max,202_min,202_max,203_min,203_max,204_min,204_max,205_min,205_max,206_min,206_max,207_min,207_max,208_min,208_max,209_min,209_max,210_min,210_max,211_min,211_max,212_min,212_max,213_min,213_max,214_min,214_max,215_min,215_max,216_min,216_max,217_min,217_max,218_min,218_max,219_min,219_max,220_min,220_max,221_min,221_max,222_min,222_max,223_min,223_max,224_min,224_max,225_min,225_max,226_min,226_max,227_min,227_max,228_min,228_max,229_min,229_max,230_min,230_max,231_min,231_max,232_min,232_max,233_min,233_max,234_min,234_max,235_min,235_max,236_min,236_max,237_min,237_max,238_min,238_max,239_min,239_max,240_min,240_max,241_min,241_max,242_min,242_max,243_min,243_max,244_min,244_max,245_min,245_max,246_min,246_max,247_min,247_max,248_min,248_max,249_min,249_max,250_min,250_max,251_min,251_max,252_min,252_max,253_min,253_max,254_min,254_max,255_min,255_max
0,Unnamed: 0.1.1,28.0,201.734375,201.734375,378.46875,378.46875,552.203125,552.203125,742.9375,742.9375,916.671875,916.671875,1166.40625,1166.40625,1370.140625,1370.140625,1543.875,1543.875,1993.609375,1993.609375,2167.34375,2167.34375,2367.078125,2367.078125,2540.8125,2540.8125,2750.546875,2750.546875,2944.28125,2944.28125,3118.015625,3118.015625,3304.75,3304.75,3478.484375,3478.484375,3737.21875,3737.21875,3932.953125,3932.953125,4106.6875,4106.6875,4296.421875,4296.421875,4490.15625,4490.15625,4920.890625,4920.890625,5131.625,5131.625,5305.359375,5305.359375,5590.09375,5590.09375,5785.828125,5785.828125,5969.5625,5969.5625,6478.296875,6478.296875,6669.03125,6669.03125,6842.765625,6842.765625,7106.5,7106.5,7301.234375,7301.234375,7474.96875,7474.96875,7918.703125,7918.703125,8092.4375,8092.4375,8314.171875,8314.171875,8721.90625,8721.90625,9263.640625,9263.640625,9481.375,9481.375,9655.109375,9655.109375,9842.84375,9842.84375,10016.578125,10016.578125,10325.9375,10325.9375,10545.046875,10545.046875,10747.78125,10747.78125,10921.515625,10921.515625,11102.25,11102.25,11285.984375,11285.984375,11476.71875,11476.71875,11657.453125,11657.453125,12009.1875,12009.1875,12202.921875,12202.921875,12376.65625,12376.65625,12569.390625,12569.390625,12746.125,12746.125,12943.859375,12943.859375,13124.59375,13124.59375,13298.328125,13298.328125,13486.0625,13486.0625,13683.796875,13683.796875,13883.53125,13883.53125,14068.265625,14068.265625,14242.0,14242.0,14463.734375,14463.734375,14637.46875,14637.46875,14835.203125,14835.203125,15412.9375,15412.9375,15600.671875,15600.671875,15774.40625,15774.40625,15972.140625,15972.140625,16145.875,16145.875,16332.609375,16332.609375,16506.34375,16506.34375,16808.078125,16808.078125,17347.8125,17347.8125,17555.546875,17555.546875,17729.28125,17729.28125,17927.015625,17927.015625,18441.75,18441.75,18615.484375,18615.484375,18812.21875,18812.21875,18985.953125,18985.953125,19170.6875,19170.6875,19356.421875,19356.421875,19596.15625,19596.15625,19816.890625,19816.890625,19990.625,19990.625,20207.359375,20207.359375,20389.09375,20389.09375,20562.828125,20562.828125,20755.5625,20755.5625,20929.296875,20929.296875,21425.03125,21425.03125,21632.765625,21632.765625,21806.5,21806.5,22013.234375,22013.234375,22187.96875,22187.96875,22363.703125,22363.703125,22554.4375,22554.4375,22728.171875,22728.171875,22923.90625,22923.90625,23180.640625,23180.640625,23354.375,23354.375,23701.109375,23701.109375,23916.84375,23916.84375,24090.578125,24090.578125,24274.3125,24274.3125,24786.046875,24786.046875,24959.78125,24959.78125,25143.515625,25143.515625,25317.25,25317.25,25502.984375,25502.984375,25676.71875,25676.71875,25905.453125,25905.453125,26079.1875,26079.1875,26274.921875,26274.921875,26457.65625,26457.65625,26662.390625,26662.390625,26859.125,26859.125,27032.859375,27032.859375,27269.59375,27269.59375,27457.328125,27457.328125,27631.0625,27631.0625,27825.796875,27825.796875,27999.53125,27999.53125,28515.265625,28515.265625,28706.0,28706.0,28879.734375,28879.734375,29383.46875,29383.46875,29576.203125,29576.203125,29749.9375,29749.9375,29981.671875,29981.671875,30192.40625,30192.40625,30485.140625,30485.140625,30658.875,30658.875,31067.609375,31067.609375,31241.34375,31241.34375,31435.078125,31435.078125,31642.8125,31642.8125,31875.546875,31875.546875,32061.28125,32061.28125,32235.015625,32235.015625,32461.75,32461.75,32688.484375,32688.484375,32862.21875,32862.21875,33040.953125,33040.953125,33277.6875,33277.6875,33505.421875,33505.421875,33783.15625,33783.15625,33960.890625,33960.890625,34439.625,34439.625,34624.359375,34624.359375,34798.09375,34798.09375,35149.828125,35149.828125,35671.5625,35671.5625,35878.296875,35878.296875,36052.03125,36052.03125,36290.765625,36290.765625,36469.5,36469.5,36860.234375,36860.234375,37146.96875,37146.96875,37320.703125,37320.703125,37505.4375,37505.4375,37679.171875,37679.171875,38047.90625,38047.90625,38221.640625,38221.640625,38401.375,38401.375,38692.109375,38692.109375,38865.84375,38865.84375,39065.578125,39065.578125,39259.3125,39259.3125,39433.046875,39433.046875,39643.78125,39643.78125,39817.515625,39817.515625,40014.25,40014.25,40209.984375,40209.984375,40401.71875,40401.71875,40578.453125,40578.453125,40752.1875,40752.1875,41124.921875,41124.921875,41301.65625,41301.65625,41490.390625,41490.390625,41664.125,41664.125,41850.859375,41850.859375,42024.59375,42024.59375,42207.328125,42207.328125,42402.0625,42402.0625,42575.796875,42575.796875,42778.53125,42778.53125,42952.265625,42952.265625,43152.0,43152.0,43374.734375,43374.734375,43548.46875,43548.46875,43800.203125,43800.203125,44505.9375,44505.9375,45187.671875,45187.671875,45449.40625,45449.40625,45665.140625,45665.140625,45872.875,45872.875,46046.609375,46046.609375,46244.34375,46244.34375,46418.078125,46418.078125,46916.8125,46916.8125,47174.546875,47174.546875,47464.28125,47464.28125,47684.015625,47684.015625,47867.75,47867.75,48154.484375,48154.484375,48342.21875,48342.21875,48565.953125,48565.953125,48770.6875,48770.6875,48944.421875,48944.421875,49159.15625,49159.15625,49334.890625,49334.890625,49540.625,49540.625,49776.359375,49776.359375,50010.09375,50010.09375,50184.828125,50184.828125,50389.5625,50389.5625,50601.296875,50601.296875,50814.03125,50814.03125,50987.765625,50987.765625,51203.5,51203.5,51385.234375,51385.234375,51561.96875,51561.96875,51771.703125,51771.703125,52160.4375,52160.4375,52623.171875,52623.171875,52916.90625,52916.90625,53407.640625,53407.640625,53693.375,53693.375,53883.109375,53883.109375,54071.84375,54071.84375,54252.578125,54252.578125,54426.3125,54426.3125,54726.046875,54726.046875,54910.78125,54910.78125,55136.515625,55136.515625,55310.25,55310.25,55519.984375,55519.984375,55693.71875,55693.71875,55906.453125,55906.453125,56080.1875,56080.1875,56269.921875,56269.921875,56456.65625,56456.65625,56630.390625,56630.390625,57187.125,57187.125,57360.859375,57360.859375,57824.59375,57824.59375,57998.328125,57998.328125,58193.0625,58193.0625,58382.796875,58382.796875,58556.53125,58556.53125,58764.265625,58764.265625,58938.0
1,total_cases_per_million,0.0,0.419734375,0.419734375,0.89815625,0.89815625,1.467421875,1.467421875,2.0146875,2.0146875,2.6303437499999998,2.6303437499999998,3.4799375,3.4799375,4.747999999999999,4.747999999999999,6.318375,6.318375,7.847875,7.847875,9.169,9.169,10.66215625,10.66215625,12.165,12.165,14.6743125,14.6743125,17.23921875,17.23921875,19.259203125,19.259203125,22.5155,22.5155,25.592984375,25.592984375,28.536531249999996,28.536531249999996,31.235,31.235,34.744749999999996,34.744749999999996,37.743843749999996,37.743843749999996,40.52000000000001,40.52000000000001,43.224000000000004,43.224000000000004,45.269,45.269,48.517875000000004,48.517875000000004,51.7765,51.7765,54.91903125,54.91903125,57.41381249999999,57.41381249999999,58.943,58.943,61.5444375,61.5444375,63.763078125,63.763078125,66.2705,66.2705,69.168,69.168,72.3719375,72.3719375,77.28221875,77.28221875,82.58962500000001,82.58962500000001,87.18,87.18,91.10759375,91.10759375,96.282328125,96.282328125,101.13262499999999,101.13262499999999,106.20810937499999,106.20810937499999,112.22521875000001,112.22521875000001,117.215359375,117.215359375,122.217,122.217,127.846359375,127.846359375,133.211125,133.211125,139.257203125,139.257203125,146.001,146.001,152.93959375,152.93959375,159.77646875000002,159.77646875000002,166.795421875,166.795421875,173.74062500000002,173.74062500000002,180.775453125,180.775453125,187.9325625,187.9325625,195.305,195.305,202.078375,202.078375,207.688296875,207.688296875,213.06709375,213.06709375,219.75146875000002,219.75146875000002,226.543,226.543,234.377234375,234.377234375,240.934875,240.934875,246.5531875,246.5531875,254.027,254.027,259.72274999999996,259.72274999999996,264.8975625,264.8975625,271.24221875,271.24221875,277.5435,277.5435,283.4100625,283.4100625,288.985625,288.985625,296.604,296.604,303.085125,303.085125,309.97953125000004,309.97953125000004,314.11878125,314.11878125,321.51182812499997,321.51182812499997,331.377,331.377,343.388703125,343.388703125,355.13253125,355.13253125,368.294828125,368.294828125,380.34025,380.34025,392.66490625,392.66490625,406.96093750000006,406.96093750000006,422.454671875,422.454671875,436.13593749999995,436.13593749999995,451.6154375,451.6154375,467.706125,467.706125,482.538421875,482.538421875,500.8405,500.8405,515.30396875,515.30396875,527.5073124999999,527.5073124999999,541.467515625,541.467515625,556.0803125,556.0803125,571.577,571.577,589.021,589.021,605.395359375,605.395359375,621.174,621.174,636.49646875,636.49646875,651.2764999999999,651.2764999999999,670.04421875,670.04421875,687.60875,687.60875,704.651,704.651,721.0911562499999,721.0911562499999,738.788,738.788,758.037875,758.037875,776.6323125,776.6323125,792.7866250000001,792.7866250000001,809.28475,809.28475,829.0354375,829.0354375,847.901328125,847.901328125,868.0953125000001,868.0953125000001,888.081265625,888.081265625,907.016,907.016,925.4398124999999,925.4398124999999,941.384,941.384,957.755359375,957.755359375,975.07825,975.07825,992.887,992.887,1010.90571875,1010.90571875,1028.812671875,1028.812671875,1049.954,1049.954,1072.7845625,1072.7845625,1092.82065625,1092.82065625,1118.976765625,1118.976765625,1144.4705,1144.4705,1175.934875,1175.934875,1205.8893125,1205.8893125,1233.633875,1233.633875,1260.399,1260.399,1291.992734375,1291.992734375,1327.63640625,1327.63640625,1363.442,1363.442,1397.7985625000001,1397.7985625000001,1432.099140625,1432.099140625,1471.07540625,1471.07540625,1502.5741874999999,1502.5741874999999,1530.168375,1530.168375,1564.7198281249998,1564.7198281249998,1610.6772812499999,1610.6772812499999,1650.926671875,1650.926671875,1692.7483124999999,1692.7483124999999,1737.584578125,1737.584578125,1786.8511562500003,1786.8511562500003,1846.297046875,1846.297046875,1900.5214999999998,1900.5214999999998,1953.3766249999999,1953.3766249999999,2017.9723750000003,2017.9723750000003,2076.5421875,2076.5421875,2136.2945625,2136.2945625,2188.904,2188.904,2240.08303125,2240.08303125,2300.1211875,2300.1211875,2365.477,2365.477,2431.02471875,2431.02471875,2506.3621562499998,2506.3621562499998,2588.652578125,2588.652578125,2678.3317500000003,2678.3317500000003,2757.97046875,2757.97046875,2838.3603437499996,2838.3603437499996,2923.029359375,2923.029359375,3000.9660000000003,3000.9660000000003,3083.7843125,3083.7843125,3166.65759375,3166.65759375,3257.822,3257.822,3347.101375,3347.101375,3436.245,3436.245,3514.7330312500003,3514.7330312500003,3599.5949375,3599.5949375,3677.16,3677.16,3770.919921875,3770.919921875,3863.40121875,3863.40121875,3942.1980625,3942.1980625,4009.600625,4009.600625,4081.818578125,4081.818578125,4168.20003125,4168.20003125,4254.210609374999,4254.210609374999,4354.64175,4354.64175,4450.332765625,4450.332765625,4558.293,4558.293,4653.895781249999,4653.895781249999,4769.3565625,4769.3565625,4882.027859375,4882.027859375,4985.4085,4985.4085,5088.498703125,5088.498703125,5161.827125,5161.827125,5251.811515625,5251.811515625,5356.68809375,5356.68809375,5453.772359375,5453.772359375,5574.173750000001,5574.173750000001,5717.65678125,5717.65678125,5873.973593750001,5873.973593750001,6034.196218749999,6034.196218749999,6203.187,6203.187,6362.562671875,6362.562671875,6510.058531250001,6510.058531250001,6668.727921874999,6668.727921874999,6841.736499999999,6841.736499999999,7000.896796875,7000.896796875,7178.1205,7178.1205,7337.533515624999,7337.533515624999,7519.202625,7519.202625,7694.435015625,7694.435015625,7899.36525,7899.36525,8110.3376718750005,8110.3376718750005,8334.52825,8334.52825,8579.713,8579.713,8808.564812499999,8808.564812499999,9029.657171874998,9029.657171874998,9279.384,9279.384,9537.647875,9537.647875,9799.50271875,9799.50271875,9975.143859375,9975.143859375,10218.56,10218.56,10463.301859375,10463.301859375,10788.74459375,10788.74459375,11065.812,11065.812,11355.774,11355.774,11683.401921875,11683.401921875,11997.618,11997.618,12315.418296875,12315.418296875,12652.93175,12652.93175,13119.668828125,13119.668828125,13625.11159375,13625.11159375,14105.936484375,14105.936484375,14592.0805,14592.0805,15070.51228125,15070.51228125,15598.44340625,15598.44340625,16198.1525625,16198.1525625,16764.1598125,16764.1598125,17422.692703125,17422.692703125,18160.94953125,18160.94953125,18944.309,18944.309,19555.629,19555.629,20204.366046875,20204.366046875,20909.7318125,20909.7318125,21676.245640625,21676.245640625,22482.0498125,22482.0498125,23419.159546875,23419.159546875,24350.766687500003,24350.766687500003,25161.766499999998,25161.766499999998,26036.96875,26036.96875,27023.922250000003,27023.922250000003,28072.981499999998,28072.981499999998,29188.181234375,29188.181234375,30318.7710625,30318.7710625,31639.778437499997,31639.778437499997,33132.998156249996,33132.998156249996,34537.006765625,34537.006765625,36092.64625,36092.64625,38217.61903125,38217.61903125,40723.3773125,40723.3773125,43548.36371875,43548.36371875,47094.2181875,47094.2181875,49996.0966875,49996.0966875,53759.94921875,53759.94921875,62337.852890625,62337.852890625,109868.634
2,new_cases_per_million,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.009,0.024,0.024,0.042,0.042,0.061,0.061,0.078,0.078,0.100703125,0.100703125,0.125,0.125,0.155,0.155,0.183,0.183,0.20764062500000002,0.20764062500000002,0.244,0.244,0.275,0.275,0.30884375,0.30884375,0.35,0.35,0.3843125,0.3843125,0.415,0.415,0.447,0.447,0.487,0.487,0.53,0.53,0.569,0.569,0.614,0.614,0.67,0.67,0.715,0.715,0.752,0.752,0.7970000000000002,0.7970000000000002,0.849,0.849,0.896,0.896,0.946,0.946,1.003,1.003,1.05365625,1.05365625,1.107,1.107,1.161,1.161,1.218,1.218,1.269,1.269,1.346,1.346,1.404,1.404,1.46,1.46,1.519,1.519,1.5819375,1.5819375,1.645,1.645,1.709,1.709,1.788,1.788,1.867,1.867,1.953,1.953,2.024,2.024,2.1063125,2.1063125,2.174,2.174,2.254,2.254,2.3115625,2.3115625,2.411,2.411,2.50275,2.50275,2.581,2.581,2.6598749999999995,2.6598749999999995,2.767,2.767,2.879,2.879,2.966,2.966,3.068,3.068,3.178,3.178,3.2969999999999997,3.2969999999999997,3.406359375,3.406359375,3.481,3.481,3.597828125,3.597828125,3.7140000000000004,3.7140000000000004,3.814,3.814,3.9320625,3.9320625,4.044,4.044,4.168,4.168,4.299,4.299,4.424,4.424,4.543,4.543,4.658,4.658,4.797,4.797,4.966,4.966,5.115640624999999,5.115640624999999,5.270125,5.270125,5.428109375,5.428109375,5.616843749999999,5.616843749999999,5.809312500000001,5.809312500000001,6.013999999999999,6.013999999999999,6.245,6.245,6.43334375,6.43334375,6.689,6.689,6.88125,6.88125,7.081984375,7.081984375,7.326,7.326,7.563,7.563,7.7655625,7.7655625,8.06284375,8.06284375,8.3213125,8.3213125,8.580390625,8.580390625,8.875375,8.875375,9.126,9.126,9.40178125,9.40178125,9.661984375,9.661984375,9.993187500000001,9.993187500000001,10.265796875,10.265796875,10.5740625,10.5740625,10.867,10.867,11.133,11.133,11.435203125,11.435203125,11.7509375,11.7509375,12.067,12.067,12.458874999999999,12.458874999999999,12.795671875,12.795671875,13.10940625,13.10940625,13.47728125,13.47728125,13.785,13.785,14.13121875,14.13121875,14.497406250000001,14.497406250000001,14.892,14.892,15.34025,15.34025,15.81209375,15.81209375,16.21484375,16.21484375,16.6070625,16.6070625,17.12825,17.12825,17.628,17.628,18.101656249999998,18.101656249999998,18.622718750000004,18.622718750000004,19.1206875,19.1206875,19.639265625,19.639265625,20.25778125,20.25778125,20.844890624999998,20.844890624999998,21.4665,21.4665,22.13671875,22.13671875,22.714093749999996,22.714093749999996,23.418312500000003,23.418312500000003,24.05,24.05,24.855375000000002,24.855375000000002,25.5171875,25.5171875,26.239765625,26.239765625,26.9145,26.9145,27.660234374999998,27.660234374999998,28.480937500000003,28.480937500000003,29.266734375000002,29.266734375000002,29.8941875,29.8941875,30.74503125,30.74503125,31.70625,31.70625,32.43440625,32.43440625,33.472375,33.472375,34.44665625,34.44665625,35.43075,35.43075,36.380625,36.380625,37.3149375,37.3149375,38.20328125,38.20328125,39.15959375,39.15959375,40.282703125,40.282703125,41.22749999999999,41.22749999999999,42.367859375,42.367859375,43.36359375000001,43.36359375000001,44.5295,44.5295,45.776562500000004,45.776562500000004,46.906921875,46.906921875,48.108562500000005,48.108562500000005,49.421390625,49.421390625,50.597125000000005,50.597125000000005,51.97871875,51.97871875,53.09296875,53.09296875,54.443640625,54.443640625,55.94,55.94,57.498171875,57.498171875,58.931,58.931,60.548593749999995,60.548593749999995,62.251,62.251,63.862609375000005,63.862609375000005,65.4575,65.4575,67.145640625,67.145640625,68.74749999999999,68.74749999999999,70.901109375,70.901109375,72.82165624999999,72.82165624999999,74.59028125,74.59028125,76.389625,76.389625,78.278,78.278,80.17309374999999,80.17309374999999,82.27678125,82.27678125,84.691,84.691,87.024125,87.024125,89.07134375,89.07134375,91.4303125,91.4303125,94.06150000000001,94.06150000000001,96.621484375,96.621484375,98.94346875000001,98.94346875000001,101.926,101.926,104.852,104.852,108.0030625,108.0030625,110.85634375000001,110.85634375000001,114.50346875,114.50346875,118.21562499999999,118.21562499999999,122.074375,122.074375,125.902,125.902,129.957984375,129.957984375,134.2349375,134.2349375,139.19625000000002,139.19625000000002,144.48028125,144.48028125,149.141203125,149.141203125,154.66899999999998,154.66899999999998,159.68421875,159.68421875,165.2634375,165.2634375,170.297828125,170.297828125,175.8375625,175.8375625,182.038296875,182.038296875,188.54912499999998,188.54912499999998,194.896,194.896,201.58275,201.58275,207.98640625,207.98640625,216.8566875,216.8566875,224.874453125,224.874453125,233.4630625,233.4630625,242.224046875,242.224046875,253.98978125,253.98978125,265.189,265.189,277.421,277.421,292.334234375,292.334234375,307.60349999999994,307.60349999999994,327.37243750000005,327.37243750000005,349.295625,349.295625,371.41321874999994,371.41321874999994,398.0770625,398.0770625,427.41578125,427.41578125,464.5105,464.5105,504.134859375,504.134859375,548.299,548.299,595.4393125,595.4393125,672.58125,672.58125,753.825125,753.825125,878.90453125,878.90453125,1119.128734375,1119.128734375,3869.799
3,total_deaths_per_million,0.0,0.02,0.02,0.042,0.042,0.061,0.061,0.083875,0.083875,0.106,0.106,0.122,0.122,0.157,0.157,0.173,0.173,0.209,0.209,0.239,0.239,0.269,0.269,0.2948125,0.2948125,0.335,0.335,0.35528125,0.35528125,0.388,0.388,0.42,0.42,0.449,0.449,0.508,0.508,0.559,0.559,0.598,0.598,0.6746875000000001,0.6746875000000001,0.735,0.735,0.7937812500000001,0.7937812500000001,0.845,0.845,0.887,0.887,0.97909375,0.97909375,1.0638281250000001,1.0638281250000001,1.137,1.137,1.226,1.226,1.32409375,1.32409375,1.439,1.439,1.544,1.544,1.64,1.64,1.7369375,1.7369375,1.842,1.842,1.971,1.971,2.09534375,2.09534375,2.231,2.231,2.296,2.296,2.400375,2.400375,2.535,2.535,2.631,2.631,2.755,2.755,2.851,2.851,2.997140625,2.997140625,3.098,3.098,3.217,3.217,3.2582500000000003,3.2582500000000003,3.299,3.299,3.382,3.382,3.503,3.503,3.5940000000000003,3.5940000000000003,3.7216875,3.7216875,3.809,3.809,3.9379999999999997,3.9379999999999997,4.049,4.049,4.165,4.165,4.262,4.262,4.388328125,4.388328125,4.512,4.512,4.61059375,4.61059375,4.7205312500000005,4.7205312500000005,4.83053125,4.83053125,4.957,4.957,5.042,5.042,5.184,5.184,5.325,5.325,5.452,5.452,5.559,5.559,5.711,5.711,5.851,5.851,5.98975,5.98975,6.147,6.147,6.26734375,6.26734375,6.4453125,6.4453125,6.6678125,6.6678125,6.885,6.885,7.11,7.11,7.367,7.367,7.61875,7.61875,7.772,7.772,7.974,7.974,8.18,8.18,8.470749999999999,8.470749999999999,8.676421874999999,8.676421874999999,8.958,8.958,9.122,9.122,9.353,9.353,9.527,9.527,9.775,9.775,10.094484375,10.094484375,10.403,10.403,10.767,10.767,11.014031249999999,11.014031249999999,11.416296875,11.416296875,11.791,11.791,12.216,12.216,12.667,12.667,12.954,12.954,13.3323125,13.3323125,13.766515625,13.766515625,14.135000000000002,14.135000000000002,14.568406249999999,14.568406249999999,14.99175,14.99175,15.359109375,15.359109375,15.80259375,15.80259375,16.155,16.155,16.411,16.411,16.768,16.768,17.15,17.15,17.62109375,17.62109375,18.101,18.101,18.460984375,18.460984375,18.93,18.93,19.294,19.294,19.647,19.647,20.077,20.077,20.346,20.346,20.55,20.55,21.073375,21.073375,21.783,21.783,22.46053125,22.46053125,23.0009375,23.0009375,23.812,23.812,24.301593750000002,24.301593750000002,25.04659375,25.04659375,25.708859375,25.708859375,26.426,26.426,27.235609375,27.235609375,27.972,27.972,28.755,28.755,29.387,29.387,30.170703124999996,30.170703124999996,30.8708125,30.8708125,31.80828125,31.80828125,32.716750000000005,32.716750000000005,33.67021875,33.67021875,34.497749999999996,34.497749999999996,35.20678125,35.20678125,35.6234375,35.6234375,36.370921875,36.370921875,37.465125,37.465125,38.497078125,38.497078125,39.592,39.592,40.846,40.846,42.03365625,42.03365625,43.381671874999995,43.381671874999995,44.78456249999999,44.78456249999999,46.153109375,46.153109375,47.517625,47.517625,48.521890625,48.521890625,49.595,49.595,50.787234375,50.787234375,51.3650625,51.3650625,52.369109375,52.369109375,53.5515,53.5515,54.978265625,54.978265625,56.445125000000004,56.445125000000004,57.873421875,57.873421875,59.16,59.16,59.80681250000001,59.80681250000001,60.729,60.729,61.741,61.741,62.922875000000005,62.922875000000005,64.196171875,64.196171875,65.808,65.808,67.69325,67.69325,69.305,69.305,71.386,71.386,73.31037500000001,73.31037500000001,75.561515625,75.561515625,77.042625,77.042625,78.72209375,78.72209375,80.526,80.526,82.261,82.261,84.471,84.471,86.95,86.95,89.318,89.318,92.64071875000002,92.64071875000002,95.676,95.676,98.923,98.923,101.7973125,101.7973125,103.91593750000001,103.91593750000001,106.167375,106.167375,108.49993749999999,108.49993749999999,110.828125,110.828125,113.666875,113.666875,117.2284375,117.2284375,121.326875,121.326875,125.74659375,125.74659375,129.90665625000003,129.90665625000003,134.805,134.805,139.93381250000002,139.93381250000002,144.95275,144.95275,150.065,150.065,155.4825625,155.4825625,161.00975,161.00975,165.25384375,165.25384375,170.376,170.376,175.33937500000002,175.33937500000002,179.123265625,179.123265625,183.94559375,183.94559375,188.982546875,188.982546875,194.253,194.253,198.168125,198.168125,202.14599999999996,202.14599999999996,206.279,206.279,210.85475000000002,210.85475000000002,216.840421875,216.840421875,222.71796875,222.71796875,228.548296875,228.548296875,234.713125,234.713125,241.22909375,241.22909375,249.14665625000004,249.14665625000004,259.1795625,259.1795625,268.64,268.64,278.32129687500003,278.32129687500003,289.442625,289.442625,299.334828125,299.334828125,310.220375,310.220375,320.36782812499996,320.36782812499996,333.18246875000006,333.18246875000006,345.838,345.838,356.52,356.52,362.158921875,362.158921875,371.998,371.998,386.39576562499997,386.39576562499997,403.46956250000005,403.46956250000005,417.423171875,417.423171875,437.03259374999993,437.03259374999993,455.63932812499996,455.63932812499996,470.37475,470.37475,494.974546875,494.974546875,521.890875,521.890875,547.184609375,547.184609375,570.0775625,570.0775625,580.39,580.39,591.2834062500001,591.2834062500001,606.6570624999999,606.6570624999999,616.2642500000001,616.2642500000001,635.03553125,635.03553125,658.8160625,658.8160625,675.745640625,675.745640625,699.754,699.754,727.00246875,727.00246875,754.88575,754.88575,779.580625,779.580625,808.330125,808.330125,842.0646093750001,842.0646093750001,864.4949375,864.4949375,913.707265625,913.707265625,970.685,970.685,1022.455,1022.455,1092.29771875,1092.29771875,1233.872078125,1233.872078125,1885.792
