,dataSetName,1_k,2_k,5_k,20_k,50_k,100_k,250_k,500_k,750_k,1000_k,2000_k,4000_k,6000_k,8000_k
0,WWC_09_01_2021_no_nulls_AVG_100000_classes.csv,57.71666666666667,58.37,59.973333333333336,62.17333333333334,63.096666666666664,64.02999999999999,64.01,63.80666666666667,62.843333333333334,63.18333333333334,61.78666666666667,61.666666666666664,60.38,59.973333333333336
