,dataSetName,1_k,2_k,3_k,4_k,5_k,6_k,7_k,8_k,9_k,10_k,11_k,12_k,13_k,14_k,15_k,16_k,17_k,18_k,19_k,20_k,21_k,22_k,23_k,24_k,25_k,26_k,27_k,28_k,29_k,30_k,31_k,32_k,33_k,34_k,35_k,36_k,37_k,38_k,39_k,40_k,41_k,42_k,43_k,44_k,45_k,46_k,47_k,48_k,49_k,50_k,51_k,52_k,53_k,54_k,55_k,56_k,57_k,58_k,59_k,60_k,61_k,62_k,63_k,64_k,65_k,66_k,67_k,68_k,69_k,70_k,71_k,72_k,73_k,74_k,75_k,76_k,77_k,78_k,79_k,80_k,81_k,82_k,83_k,84_k,85_k,86_k,87_k,88_k,89_k,90_k,91_k,92_k,93_k,94_k,95_k,96_k,97_k,98_k,99_k,100_k
0,WWC_09_01_2021_no_nulls_20000_classes.csv,55.48666666666667,55.169999999999995,57.406666666666666,57.669999999999995,57.57,58.27333333333333,58.96,58.54,59.70000000000001,59.68666666666667,58.39666666666667,59.449999999999996,59.96,60.32,59.419999999999995,60.09666666666667,60.76333333333334,60.78,59.73666666666666,60.78,59.98,60.50666666666667,60.24333333333333,60.74,60.51333333333333,60.300000000000004,60.50666666666667,60.73666666666667,61.49333333333333,60.79666666666666,61.00666666666667,61.09666666666667,60.663333333333334,61.13333333333333,61.29666666666666,61.44,61.31666666666666,60.94,61.76666666666667,61.336666666666666,61.6,62.326666666666675,61.71666666666667,61.52333333333333,61.81,61.919999999999995,61.81,61.93666666666667,60.60666666666666,61.50666666666666,62.27,61.949999999999996,61.78666666666667,61.166666666666664,61.449999999999996,62.02,62.093333333333334,61.49666666666667,61.80666666666667,61.156666666666666,61.843333333333334,61.85666666666666,61.576666666666675,61.5,61.88333333333333,61.910000000000004,62.32,62.126666666666665,61.876666666666665,61.75999999999999,61.586666666666666,61.85,61.00666666666667,63.029999999999994,62.44333333333333,61.98333333333333,62.57999999999999,63.17666666666667,61.79,61.823333333333345,61.67666666666667,62.64666666666667,62.153333333333336,61.35333333333333,62.13333333333333,62.126666666666665,61.943333333333335,62.52,62.56333333333333,61.98333333333333,62.096666666666664,62.22666666666667,62.89666666666667,61.81666666666666,61.80666666666667,62.69666666666666,61.51,62.11000000000001,62.053333333333335,62.620000000000005
1,WWC_09_01_2021_no_nulls_30000_classes.csv,55.93333333333333,55.25333333333333,57.10333333333333,57.93,57.89666666666667,58.10666666666666,58.876666666666665,58.75666666666666,58.416666666666664,58.699999999999996,58.85999999999999,59.15,60.403333333333336,59.98333333333334,60.93000000000001,60.23666666666667,60.50333333333333,60.75666666666666,60.076666666666675,59.95333333333334,60.46333333333333,60.443333333333335,60.20333333333334,60.31,60.65666666666667,60.61333333333334,60.69,61.02333333333333,60.946666666666665,61.400000000000006,61.156666666666666,61.20666666666667,60.846666666666664,61.34333333333333,61.56666666666666,60.656666666666666,62.19333333333333,61.156666666666666,61.39000000000001,61.39000000000001,60.79,61.49000000000001,61.616666666666674,61.18333333333334,61.626666666666665,62.586666666666666,62.21,61.57666666666666,61.089999999999996,61.43333333333334,61.199999999999996,61.60666666666666,62.1,61.843333333333334,61.97666666666667,61.76,62.20333333333334,61.53,60.620000000000005,61.473333333333336,61.35,61.77333333333333,61.826666666666675,62.18000000000001,61.593333333333334,61.32333333333333,62.10333333333333,62.276666666666664,61.70666666666667,62.05333333333334,61.23666666666667,61.550000000000004,62.51,62.49333333333333,61.89333333333334,61.52333333333333,62.02,61.78666666666667,61.56666666666666,61.09333333333333,61.57333333333333,61.61666666666667,61.61666666666667,62.41,61.550000000000004,62.03666666666667,62.01,61.46,62.086666666666666,61.96,61.76666666666667,62.63666666666666,62.01666666666667,61.88999999999999,62.23333333333334,61.79999999999999,62.43666666666667,61.626666666666665,61.78666666666667,62.52
2,WWC_09_01_2021_no_nulls_40000_classes.csv,55.6,55.74,57.60333333333333,56.46666666666667,58.169999999999995,57.56,59.193333333333335,58.31666666666666,59.166666666666664,58.72666666666667,59.89333333333334,59.156666666666666,60.346666666666664,59.326666666666675,59.6,60.45666666666667,60.49666666666667,61.00666666666667,60.26333333333333,60.343333333333334,60.406666666666666,60.623333333333335,60.93,60.68333333333334,62.29333333333333,61.03,61.44,60.95666666666667,60.43666666666667,61.04666666666666,61.34,61.19,62.43666666666667,61.11666666666667,61.080000000000005,61.49333333333333,61.373333333333335,60.77333333333333,60.77,61.11666666666667,61.35666666666666,61.64333333333334,62.053333333333335,61.32333333333333,61.800000000000004,60.836666666666666,61.650000000000006,61.85999999999999,61.74333333333333,61.26,61.56,62.169999999999995,61.379999999999995,61.61666666666667,62.26666666666667,61.42333333333334,62.343333333333334,62.53,62.18666666666667,61.85333333333333,61.78666666666667,61.67333333333334,61.559999999999995,61.64333333333334,62.96,61.63333333333333,62.78666666666667,62.163333333333334,62.10333333333333,61.98333333333333,62.02666666666667,62.629999999999995,62.69333333333333,62.16,62.23666666666667,62.120000000000005,61.97666666666667,62.169999999999995,61.19,62.49666666666667,61.873333333333335,62.086666666666666,61.99333333333333,62.083333333333336,62.453333333333326,61.660000000000004,61.71,62.053333333333335,61.89333333333334,61.9,62.07,62.803333333333335,62.21,62.98666666666667,61.85333333333333,62.446666666666665,62.343333333333334,62.779999999999994,62.85666666666666,62.419999999999995
3,WWC_09_01_2021_no_nulls_50000_classes.csv,55.29666666666666,55.67333333333334,57.03666666666667,56.99666666666667,57.85666666666666,57.32666666666666,58.56,59.116666666666674,59.693333333333335,59.46,59.63333333333333,60.11666666666667,59.76,59.73666666666667,59.78666666666667,59.63666666666666,59.6,60.61333333333334,60.553333333333335,60.553333333333335,60.576666666666675,60.75666666666666,60.913333333333334,61.626666666666665,61.46666666666666,61.26333333333333,60.77333333333333,61.296666666666674,62.23333333333333,61.17666666666667,60.97666666666667,61.69333333333333,61.49,61.623333333333335,60.93,61.76,61.73333333333333,61.86666666666667,62.16,61.81666666666666,62.336666666666666,61.02,62.54666666666666,62.78,61.77,61.949999999999996,62.346666666666664,61.27333333333333,62.22,62.17666666666667,61.99333333333334,61.50666666666667,62.18666666666667,61.943333333333335,62.17666666666667,61.68333333333334,61.94,61.803333333333335,62.096666666666664,61.39000000000001,61.65,60.95666666666667,61.910000000000004,61.84,62.14333333333334,62.28666666666667,61.30666666666667,62.28333333333333,61.843333333333334,61.39000000000001,61.96,61.916666666666664,62.11000000000001,61.843333333333334,62.300000000000004,61.583333333333336,62.870000000000005,62.029999999999994,61.68666666666667,61.57333333333333,61.953333333333326,62.0,62.846666666666664,62.06,61.61333333333334,62.11666666666667,62.49,62.160000000000004,62.526666666666664,62.553333333333335,62.74333333333333,62.27666666666667,62.63666666666666,62.70333333333334,62.64333333333334,62.38666666666666,62.696666666666665,62.42666666666667,62.586666666666666,62.73
4,WWC_09_01_2021_no_nulls_60000_classes.csv,56.343333333333334,55.623333333333335,56.9,56.28333333333333,57.64333333333334,57.29333333333333,58.53,58.910000000000004,58.76,59.17666666666667,59.78666666666667,59.1,59.870000000000005,59.14333333333334,60.28666666666667,59.75333333333333,60.35666666666666,59.86000000000001,60.629999999999995,60.413333333333334,61.02,60.51333333333333,60.52,60.9,60.29,60.203333333333326,60.95666666666667,61.20666666666667,60.99666666666666,61.42333333333334,61.18333333333334,61.43000000000001,61.18333333333334,61.60999999999999,60.72333333333333,61.20666666666667,61.796666666666674,61.666666666666664,61.86000000000001,61.843333333333334,61.18333333333334,61.413333333333334,61.550000000000004,61.13333333333333,61.550000000000004,60.903333333333336,61.07333333333333,61.81,62.086666666666666,62.419999999999995,61.23,61.98333333333333,61.546666666666674,62.17666666666667,62.093333333333334,61.339999999999996,61.52666666666667,62.39666666666667,61.51666666666667,61.0,62.11000000000001,62.28,61.410000000000004,61.673333333333325,61.76,61.70666666666667,61.41,61.66,62.53,61.61666666666667,61.72,61.446666666666665,62.10333333333333,60.830000000000005,62.32,61.50666666666666,62.45333333333334,61.78,61.88333333333333,62.57666666666666,61.89333333333334,62.416666666666664,61.800000000000004,62.47666666666667,62.95333333333334,62.06,62.06666666666666,62.21,61.95000000000001,63.13999999999999,61.876666666666665,62.69333333333333,62.300000000000004,62.39666666666667,62.28,62.06333333333333,61.92333333333334,62.97333333333333,62.48666666666666,62.20333333333334
5,WWC_09_01_2021_no_nulls_70000_classes.csv,56.77333333333333,55.403333333333336,57.61333333333334,56.656666666666666,57.91,57.580000000000005,58.923333333333325,57.803333333333335,59.333333333333336,59.093333333333334,59.343333333333334,59.73333333333333,59.64333333333334,59.78666666666667,60.03,60.35333333333333,59.98666666666666,59.36666666666667,60.43,59.620000000000005,60.96666666666666,60.45333333333334,60.52666666666667,60.63,60.75666666666666,60.49666666666667,61.449999999999996,60.94,60.70666666666667,61.28333333333334,61.52333333333333,60.52333333333333,60.84,60.120000000000005,60.913333333333334,61.15,61.66,61.24666666666667,61.35,61.626666666666665,61.223333333333336,60.89666666666667,61.673333333333325,62.586666666666666,61.10666666666666,62.06999999999999,61.306666666666665,61.156666666666666,61.34333333333334,61.88333333333333,61.35666666666666,62.076666666666675,61.699999999999996,62.153333333333336,61.623333333333335,61.28333333333333,61.67666666666667,61.660000000000004,61.953333333333326,60.92000000000001,61.423333333333325,61.60333333333333,61.629999999999995,61.919999999999995,61.35,61.0,61.77666666666667,61.876666666666665,61.76666666666667,62.03333333333333,61.48333333333333,61.669999999999995,61.79333333333333,61.18333333333334,61.926666666666655,61.826666666666675,61.876666666666665,61.63999999999999,62.166666666666664,61.97666666666667,62.28666666666667,61.56666666666666,62.120000000000005,62.23666666666667,61.96666666666666,62.443333333333335,62.81333333333333,62.49666666666667,61.81,61.830000000000005,62.22666666666667,61.78333333333333,62.42666666666668,62.07666666666666,61.943333333333335,62.129999999999995,62.73,62.336666666666666,63.54666666666666,61.9
6,WWC_09_01_2021_no_nulls_80000_classes.csv,55.38666666666666,54.77,57.45333333333334,56.96666666666667,57.64666666666667,57.95333333333334,58.49333333333334,58.27333333333334,59.20000000000001,58.550000000000004,59.73666666666667,59.39000000000001,59.596666666666664,59.60999999999999,60.46333333333333,60.129999999999995,60.29,60.07,60.51333333333333,60.723333333333336,60.92333333333334,59.86666666666667,60.79666666666666,60.81,60.57,60.796666666666674,61.22,61.949999999999996,61.54333333333333,60.77,61.78333333333333,61.51666666666667,61.05666666666667,61.26333333333333,61.10666666666666,60.77333333333333,61.223333333333336,61.47666666666667,61.56,61.53333333333333,61.406666666666666,61.18333333333334,61.163333333333334,61.663333333333334,62.126666666666665,61.866666666666674,62.06,61.366666666666674,60.93333333333334,61.160000000000004,61.300000000000004,61.92666666666667,61.88666666666666,61.46666666666666,62.169999999999995,61.36333333333334,61.78333333333334,61.88333333333333,61.82666666666666,61.669999999999995,62.49666666666667,61.71666666666667,61.68666666666667,61.343333333333334,61.96,61.803333333333335,61.86666666666667,62.45666666666667,61.66,62.21333333333333,61.93333333333334,62.120000000000005,62.01,62.02,62.4,61.913333333333334,61.93333333333334,61.97,61.926666666666655,62.31666666666666,61.86333333333332,61.82666666666666,61.576666666666675,62.07,61.48333333333333,61.45666666666667,62.11666666666667,62.37,62.663333333333334,62.919999999999995,61.63666666666666,61.48333333333333,62.00999999999999,62.826666666666675,62.46,61.31666666666666,62.42666666666667,62.51333333333333,61.63333333333333,61.85333333333333
7,WWC_09_01_2021_no_nulls_90000_classes.csv,56.0,55.78,57.27,57.26,57.06333333333333,57.69,58.34666666666667,58.660000000000004,57.93000000000001,59.553333333333335,59.89333333333334,59.47666666666667,59.56666666666666,59.953333333333326,60.330000000000005,59.20666666666667,60.24666666666667,59.99666666666667,60.303333333333335,60.723333333333336,60.27666666666667,60.46,61.49333333333334,60.46,60.75666666666666,60.25666666666667,61.44333333333333,60.25333333333333,60.57,60.583333333333336,61.416666666666664,61.14333333333334,61.303333333333335,60.86666666666667,61.76,60.21333333333333,61.666666666666664,61.76666666666666,61.51333333333334,61.63333333333333,61.02333333333333,60.99,60.82333333333333,61.34666666666667,60.66,61.38333333333333,61.28333333333334,61.046666666666674,61.82666666666666,61.373333333333335,61.85,61.34666666666667,61.60666666666666,61.413333333333334,61.51333333333333,61.406666666666666,61.72666666666667,61.75666666666666,61.46666666666667,61.11666666666667,61.27333333333333,61.393333333333324,62.38333333333333,60.85666666666666,62.35,61.36000000000001,61.65,61.69,61.68666666666667,61.49,62.38666666666666,61.14666666666667,61.96,62.25333333333333,62.26,62.11000000000001,61.93333333333334,62.28666666666666,61.843333333333334,61.38333333333333,62.53,61.85666666666666,61.71,61.27333333333333,62.303333333333335,62.12,61.34,62.193333333333335,61.97666666666667,62.03666666666667,62.02333333333333,61.85666666666666,62.28333333333334,62.413333333333334,62.60333333333333,62.50333333333333,61.330000000000005,61.51666666666667,62.093333333333334,62.300000000000004
8,WWC_09_01_2021_no_nulls_100000_classes.csv,55.21333333333334,55.666666666666664,56.843333333333334,56.833333333333336,57.46333333333333,58.11333333333332,58.22333333333333,58.20666666666667,58.96666666666666,59.39666666666667,59.49333333333333,58.970000000000006,59.85333333333333,59.75333333333333,59.626666666666665,59.99333333333334,60.28666666666667,60.129999999999995,60.75,60.839999999999996,60.336666666666666,60.81333333333333,61.50333333333333,59.71,60.89666666666667,61.57666666666666,60.50333333333334,61.22333333333333,60.82333333333333,61.26666666666667,60.973333333333336,61.63666666666666,61.94,61.36666666666667,61.32333333333333,61.943333333333335,60.77333333333333,60.96,62.449999999999996,61.11666666666667,60.81333333333333,61.833333333333336,61.24666666666667,61.656666666666666,61.76666666666667,61.883333333333326,61.26666666666667,61.300000000000004,61.67666666666668,61.72,62.026666666666664,61.583333333333336,61.21333333333333,61.98,62.416666666666664,61.826666666666675,61.49,61.85999999999999,61.36333333333334,61.89333333333334,61.95666666666667,62.01666666666667,62.29333333333333,61.669999999999995,61.73333333333333,61.376666666666665,61.52333333333333,61.92666666666667,61.843333333333334,61.24666666666667,62.18333333333334,62.35333333333333,62.16,62.04333333333333,61.876666666666665,61.48333333333334,62.346666666666664,61.56,62.19333333333333,60.836666666666666,61.81666666666666,61.553333333333335,61.85,61.923333333333325,60.74666666666667,62.19333333333333,62.00333333333333,61.96666666666666,62.22666666666667,61.376666666666665,62.45000000000001,62.10333333333333,61.70000000000001,62.26333333333333,62.12,62.4,62.07,61.473333333333336,62.593333333333334,62.27
9,WWC_09_01_2021_no_nulls_AVG_20000_classes.csv,57.04,58.25,59.35,59.0,60.26333333333333,60.28666666666667,60.91,60.403333333333336,60.76,60.949999999999996,60.99,61.64666666666667,61.48,61.423333333333325,61.49,61.48666666666667,62.0,61.336666666666666,62.04999999999999,61.576666666666675,62.15,61.69,61.98,61.61666666666667,61.98333333333334,62.46333333333334,62.21,62.00333333333334,62.63666666666666,62.60999999999999,62.93666666666667,62.25333333333333,62.85333333333333,62.59666666666667,62.57999999999999,62.97333333333333,63.120000000000005,62.86666666666667,61.99666666666667,62.660000000000004,62.95666666666667,62.4,63.06333333333333,62.56,62.26333333333333,62.583333333333336,62.29666666666666,62.85333333333333,62.830000000000005,63.19,63.39000000000001,62.94,63.29999999999999,62.56666666666666,63.04666666666666,63.086666666666666,63.07666666666666,63.51666666666667,63.39666666666667,62.75666666666667,63.26333333333334,63.26,63.47,63.04666666666666,63.55666666666667,63.126666666666665,63.663333333333334,63.28666666666667,62.93333333333334,63.29,62.89333333333334,64.06333333333333,63.593333333333334,63.623333333333335,62.873333333333335,63.086666666666666,62.879999999999995,63.453333333333326,63.64333333333334,63.46333333333333,63.61333333333334,63.053333333333335,63.96666666666667,63.48,63.346666666666664,63.406666666666666,63.51666666666667,63.63333333333333,63.586666666666666,63.42666666666667,64.02666666666666,62.82666666666666,63.11333333333334,63.48666666666667,63.70666666666667,63.53333333333333,63.49,63.28333333333333,63.876666666666665,63.309999999999995
