,DataSet,1_neighbours,2_neighbours,3_neighbours,4_neighbours,5_neighbours,6_neighbours,7_neighbours,8_neighbours,9_neighbours,10_neighbours,11_neighbours,12_neighbours,13_neighbours,14_neighbours,15_neighbours,16_neighbours,17_neighbours,18_neighbours,19_neighbours,20_neighbours,21_neighbours,22_neighbours,23_neighbours,24_neighbours,25_neighbours,26_neighbours,27_neighbours,28_neighbours,29_neighbours,30_neighbours,31_neighbours,32_neighbours,33_neighbours,34_neighbours,35_neighbours,36_neighbours,37_neighbours,38_neighbours,39_neighbours,40_neighbours,41_neighbours,42_neighbours,43_neighbours,44_neighbours,45_neighbours,46_neighbours,47_neighbours,48_neighbours,49_neighbours
0,WWC_09_01_2021_no_nulls_AVG_16_classes,100.0,77.561,78.422,72.617,73.36399999999999,70.17100000000002,70.578,68.627,69.026,67.541,67.691,66.43900000000001,66.83100000000002,65.59400000000001,65.87899999999999,64.92699999999999,65.03500000000001,64.24199999999999,64.386,63.633,63.806999999999995,63.17800000000001,63.355,62.675,62.94100000000001,62.31,62.44499999999999,61.988,62.071000000000005,61.63000000000001,61.68399999999999,61.20700000000001,61.32899999999999,60.996,61.145,60.742,60.886,60.40899999999999,60.658,60.40400000000001,60.391999999999996,60.138999999999996,60.267999999999994,59.90500000000001,60.022000000000006,59.732000000000006,59.811,59.577999999999996,59.65500000000001
