,dataSetName + alg,1,0.75,0.5,0.25,0.01,0.05,0.001,0.0001,1e-05
0,AVG_NBMulti,51.02799999999999,42.01499999999999,51.340999999999994,45.99399999999999,51.35999999999999,47.622,47.25599999999999,50.326,50.928000000000004
1,AVG_NBBernouli,51.831999999999994,49.183,48.261,43.089,46.992999999999995,47.321,49.754000000000005,49.882,50.545
