,col_name,0_min,0_max,1_min,1_max,2_min,2_max,3_min,3_max,4_min,4_max,5_min,5_max,6_min,6_max,7_min,7_max,8_min,8_max,9_min,9_max,10_min,10_max,11_min,11_max,12_min,12_max,13_min,13_max,14_min,14_max,15_min,15_max
52,new_cases_6_day_ago,0.0,0.0,0.0,0.13774510768988463,0.13774510768988463,0.43269230769230765,0.43269230769230765,0.6077795786061588,0.6077795786061588,0.7337836252736941,0.7337836252736941,0.8391283663209393,0.8391283663209393,0.9273928842000203,0.9273928842000203,1.011140483383686,1.011140483383686,1.0934362419486716,1.0934362419486716,1.1831356235572947,1.1831356235572947,1.2876917779881094,1.2876917779881094,1.4177693761814745,1.4177693761814745,1.596467615608292,1.596467615608292,1.867026928778801,1.867026928778801,2.435897435897436,2.435897435897436,30.000000000000032
53,new_cases_7_day_ago,0.0,0.0,0.0,0.1385688684075781,0.1385688684075781,0.43971365551308556,0.43971365551308556,0.6126975879778581,0.6126975879778581,0.7368280551886924,0.7368280551886924,0.8401491423249515,0.8401491423249515,0.9240152787053044,0.9240152787053044,1.0024881451013687,1.0024881451013687,1.079688619499901,1.079688619499901,1.160353316393989,1.160353316393989,1.2556466271774027,1.2556466271774027,1.3741605693094117,1.3741605693094117,1.5319251865304646,1.5319251865304646,1.776230416292257,1.776230416292257,2.3076923076923075,2.3076923076923075,30.000000000000032
54,new_cases_8_day_ago,0.0,0.0,0.0,0.135838867281603,0.135838867281603,0.4444749359678009,0.4444749359678009,0.6168847572374072,0.6168847572374072,0.7385088797859121,0.7385088797859121,0.8391147536786591,0.8391147536786591,0.9196816163482324,0.9196816163482324,0.9929309457273129,0.9929309457273129,1.0647728540623596,1.0647728540623596,1.1380476858103878,1.1380476858103878,1.2229365415829203,1.2229365415829203,1.330049261083744,1.330049261083744,1.4732142857142858,1.4732142857142858,1.690948129219974,1.690948129219974,2.1904471189453214,2.1904471189453214,30.000000000000032
55,new_cases_9_day_ago,0.0,0.0,0.0,0.13039430005667557,0.13039430005667557,0.4447996463170691,0.4447996463170691,0.6159292035398231,0.6159292035398231,0.7377049180327869,0.7377049180327869,0.8333333333333334,0.8333333333333334,0.912908265169764,0.912908265169764,0.9834045043138329,0.9834045043138329,1.0488513659608063,1.0488513659608063,1.1166410332599117,1.1166410332599117,1.1936361058390592,1.1936361058390592,1.2911746426351771,1.2911746426351771,1.4221861471861472,1.4221861471861472,1.622666401154976,1.622666401154976,2.0980167373609997,2.0980167373609997,30.000000000000032
56,new_cases_10_day_ago,0.0,0.0,0.0,0.11416431397145357,0.11416431397145357,0.43795620437956206,0.43795620437956206,0.606786809815951,0.606786809815951,0.7308708233381638,0.7308708233381638,0.8265179929029429,0.8265179929029429,0.9039563966374735,0.9039563966374735,0.970752955818295,0.970752955818295,1.035161773216279,1.035161773216279,1.0983981693363845,1.0983981693363845,1.1698810355735572,1.1698810355735572,1.2588062243555005,1.2588062243555005,1.3793103448275863,1.3793103448275863,1.5726425057931963,1.5726425057931963,2.0223493063350735,2.0223493063350735,30.000000000000032
57,new_cases_11_day_ago,0.0,0.0,0.0,0.09677520057440764,0.09677520057440764,0.42874437635741547,0.42874437635741547,0.5988023952095809,0.5988023952095809,0.7224787951353437,0.7224787951353437,0.817786086574267,0.817786086574267,0.8937876425179284,0.8937876425179284,0.9599914190711145,0.9599914190711145,1.0217505908072486,1.0217505908072486,1.0825458608884602,1.0825458608884602,1.149222467477307,1.149222467477307,1.233234628113569,1.233234628113569,1.3459403741000546,1.3459403741000546,1.5285893286449586,1.5285893286449586,1.9724069866053622,1.9724069866053622,30.000000000000032
58,new_cases_12_day_ago,0.0,0.0,0.0,0.07112859309651229,0.07112859309651229,0.4212345434621072,0.4212345434621072,0.590339892665474,0.590339892665474,0.7142857142857143,0.7142857142857143,0.8101932049826135,0.8101932049826135,0.8849481058823448,0.8849481058823448,0.9494098757781472,0.9494098757781472,1.008830512328414,1.008830512328414,1.0664745952874153,1.0664745952874153,1.1310806881304172,1.1310806881304172,1.2084440295828247,1.2084440295828247,1.3139030292276725,1.3139030292276725,1.486448226255701,1.486448226255701,1.9118455074337428,1.9118455074337428,30.000000000000032
59,new_cases_13_day_ago,0.0,0.0,0.0,0.03874421811065647,0.03874421811065647,0.40806088321616274,0.40806088321616274,0.5805361343980913,0.5805361343980913,0.7053850731599358,0.7053850731599358,0.8011401751339866,0.8011401751339866,0.8756867255438497,0.8756867255438497,0.9407665505226481,0.9407665505226481,0.9968967230180259,0.9968967230180259,1.05191069068895,1.05191069068895,1.114007831090894,1.114007831090894,1.187399030694669,1.187399030694669,1.2872762378791258,1.2872762378791258,1.4516129032258063,1.4516129032258063,1.875,1.875,30.000000000000032
60,new_cases_14_day_ago,0.0,0.0,0.0,0.0,0.0,0.39603960396039606,0.39603960396039606,0.5709181720410509,0.5709181720410509,0.6955369073873205,0.6955369073873205,0.7918280825131133,0.7918280825131133,0.8653846153846153,0.8653846153846153,0.9297912713472485,0.9297912713472485,0.9852063840015853,0.9852063840015853,1.0386290970199177,1.0386290970199177,1.0975181570233583,1.0975181570233583,1.1670480549199085,1.1670480549199085,1.2603565832804504,1.2603565832804504,1.4252385130651732,1.4252385130651732,1.8338450991462247,1.8338450991462247,30.000000000000032
61,new_cases_15_day_ago,0.0,0.0,0.0,0.0,0.0,0.38054968287526425,0.38054968287526425,0.559254327563249,0.559254327563249,0.6825724528009363,0.6825724528009363,0.7795862589388847,0.7795862589388847,0.8551964617391961,0.8551964617391961,0.9197080291970805,0.9197080291970805,0.9748339903978469,0.9748339903978469,1.0273972602739727,1.0273972602739727,1.0830475307450247,1.0830475307450247,1.1523552214260544,1.1523552214260544,1.241784935900786,1.241784935900786,1.400887622524078,1.400887622524078,1.7997874350495986,1.7997874350495986,30.000000000000032
62,new_cases_16_day_ago,0.0,0.0,0.0,0.0,0.0,0.364850956196695,0.364850956196695,0.5434782608695653,0.5434782608695653,0.6683801839574767,0.6683801839574767,0.765661252900232,0.765661252900232,0.84476287341115,0.84476287341115,0.9078524861340859,0.9078524861340859,0.9648081698600672,0.9648081698600672,1.0175787429092757,1.0175787429092757,1.0741735786100275,1.0741735786100275,1.1413479539983953,1.1413479539983953,1.231855088010857,1.231855088010857,1.3830841430412453,1.3830841430412453,1.7849668751160919,1.7849668751160919,30.000000000000032
63,new_cases_17_day_ago,0.0,0.0,0.0,0.0,0.0,0.34175178709560705,0.34175178709560705,0.5247813411078718,0.5247813411078718,0.6490384615384616,0.6490384615384616,0.7478988958903895,0.7478988958903895,0.8297399989655005,0.8297399989655005,0.8950208736381223,0.8950208736381223,0.9549078609883058,0.9549078609883058,1.010840800738188,1.010840800738188,1.0680039104142716,1.0680039104142716,1.1380306649202558,1.1380306649202558,1.2286555267219792,1.2286555267219792,1.3775588646063504,1.3775588646063504,1.7658482933616435,1.7658482933616435,30.000000000000032
64,new_cases_18_day_ago,0.0,0.0,0.0,0.0,0.0,0.3225806451612903,0.3225806451612903,0.5024946543121882,0.5024946543121882,0.6310096818046176,0.6310096818046176,0.7310563458193123,0.7310563458193123,0.8152173913043479,0.8152173913043479,0.8830740674045241,0.8830740674045241,0.9452412486941725,0.9452412486941725,1.005290152068195,1.005290152068195,1.0642218479372785,1.0642218479372785,1.1363030141371033,1.1363030141371033,1.2291207887494446,1.2291207887494446,1.3767853822245444,1.3767853822245444,1.7647058823529411,1.7647058823529411,30.000000000000032
65,new_cases_19_day_ago,0.0,0.0,0.0,0.0,0.0,0.2994341101431672,0.2994341101431672,0.48208092485549137,0.48208092485549137,0.6127537380288557,0.6127537380288557,0.7131460879507896,0.7131460879507896,0.7998255731435631,0.7998255731435631,0.8715710723192021,0.8715710723192021,0.9367585281886774,0.9367585281886774,0.9983063892874504,0.9983063892874504,1.062001091166204,1.062001091166204,1.1354581673306774,1.1354581673306774,1.2296816597703863,1.2296816597703863,1.3792605984118913,1.3792605984118913,1.763365781441605,1.763365781441605,30.000000000000032
66,new_cases_20_day_ago,0.0,0.0,0.0,0.0,0.0,0.2807643054385277,0.2807643054385277,0.46153846153846156,0.46153846153846156,0.5940615494553877,0.5940615494553877,0.6964188558992693,0.6964188558992693,0.7840241932789156,0.7840241932789156,0.8590343936702729,0.8590343936702729,0.9267414412727877,0.9267414412727877,0.9923628949528438,0.9923628949528438,1.0591425404945114,1.0591425404945114,1.1341602718059869,1.1341602718059869,1.2307765322066406,1.2307765322066406,1.385837607935894,1.385837607935894,1.7647058823529411,1.7647058823529411,28.830313014827016
67,new_cases_21_day_ago,0.0,0.0,0.0,0.0,0.0,0.2595405243545382,0.2595405243545382,0.4416243654822335,0.4416243654822335,0.5758157389635317,0.5758157389635317,0.6798866855524078,0.6798866855524078,0.7681004963115701,0.7681004963115701,0.8450704225352113,0.8450704225352113,0.9163619664364074,0.9163619664364074,0.9843132463237299,0.9843132463237299,1.054945054945055,1.054945054945055,1.1341144802470113,1.1341144802470113,1.2337505953041243,1.2337505953041243,1.3938946589963372,1.3938946589963372,1.774661182956771,1.774661182956771,30.000000000000032
68,new_cases_22_day_ago,0.0,0.0,0.0,0.0,0.0,0.23895724466115734,0.23895724466115734,0.42201834862385323,0.42201834862385323,0.5548704685495263,0.5548704685495263,0.6616058313024593,0.6616058313024593,0.7511343497757297,0.7511343497757297,0.8307372793354102,0.8307372793354102,0.9054877789337694,0.9054877789337694,0.9758123856093985,0.9758123856093985,1.0511649391977138,1.0511649391977138,1.1354719593814908,1.1354719593814908,1.2396694214876034,1.2396694214876034,1.4049515904788608,1.4049515904788608,1.7838177373353252,1.7838177373353252,30.000000000000032
69,new_cases_23_day_ago,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.21428571428571427,0.398406374501992,0.398406374501992,0.5336410414548465,0.5336410414548465,0.642023346303502,0.642023346303502,0.7341036727307477,0.7341036727307477,0.8168673851097014,0.8168673851097014,0.8933250620347394,0.8933250620347394,0.9689049913312493,0.9689049913312493,1.0486438442450043,1.0486438442450043,1.136972946624421,1.136972946624421,1.2504777096299746,1.2504777096299746,1.4229675787842186,1.4229675787842186,1.8166332273229888,1.8166332273229888,30.000000000000032
70,new_cases_24_day_ago,0.0,0.0,0.0,0.0,0.0,0.1935483870967742,0.1935483870967742,0.3744252244361726,0.3744252244361726,0.5107774688770557,0.5107774688770557,0.6216373555856074,0.6216373555856074,0.715964522326676,0.715964522326676,0.8026973670820811,0.8026973670820811,0.8830497182378131,0.8830497182378131,0.9623091365854362,0.9623091365854362,1.0474282889752575,1.0474282889752575,1.1420118343195267,1.1420118343195267,1.2654729072660469,1.2654729072660469,1.446918721286765,1.446918721286765,1.859083921842361,1.859083921842361,30.000000000000032
71,new_cases_25_day_ago,0.0,0.0,0.0,0.0,0.0,0.17045454545454547,0.17045454545454547,0.35285461435012416,0.35285461435012416,0.4893135307987402,0.4893135307987402,0.6006974942130513,0.6006974942130513,0.6976744186046512,0.6976744186046512,0.7877461706783371,0.7877461706783371,0.8729003605951052,0.8729003605951052,0.9563991113579247,0.9563991113579247,1.0472765409763178,1.0472765409763178,1.146779303062302,1.146779303062302,1.2775685248784643,1.2775685248784643,1.4716066108151766,1.4716066108151766,1.892175734463236,1.892175734463236,30.000000000000032
72,new_cases_26_day_ago,0.0,0.0,0.0,0.0,0.0,0.14786304780346637,0.14786304780346637,0.33161186632124934,0.33161186632124934,0.46928993220091864,0.46928993220091864,0.5817738688006453,0.5817738688006453,0.680513895550541,0.680513895550541,0.7739631460060203,0.7739631460060203,0.8615887640786744,0.8615887640786744,0.9506697595786813,0.9506697595786813,1.0451359012668233,1.0451359012668233,1.1491735150619748,1.1491735150619748,1.2906520027162005,1.2906520027162005,1.4968807692404713,1.4968807692404713,1.9354838709677418,1.9354838709677418,30.000000000000004
73,new_cases_27_day_ago,0.0,0.0,0.0,0.0,0.0,0.1300249626875491,0.1300249626875491,0.3121852970795569,0.3121852970795569,0.44961513990553836,0.44961513990553836,0.5624600553898593,0.5624600553898593,0.6635657254709169,0.6635657254709169,0.7599667774086378,0.7599667774086378,0.8503051810616515,0.8503051810616515,0.9429074799948336,0.9429074799948336,1.0428668134600783,1.0428668134600783,1.1532291044071847,1.1532291044071847,1.3054375885894873,1.3054375885894873,1.5212989543117783,1.5212989543117783,1.9921875,1.9921875,30.000000000000004
74,new_cases_28_day_ago,0.0,0.0,0.0,0.0,0.0,0.11296474049504164,0.11296474049504164,0.2910662824207493,0.2910662824207493,0.430662680329632,0.430662680329632,0.5427383628669664,0.5427383628669664,0.6455686489673939,0.6455686489673939,0.7447916107634678,0.7447916107634678,0.8379611332893562,0.8379611332893562,0.934615933277425,0.934615933277425,1.0404708090548536,1.0404708090548536,1.156518281129383,1.156518281129383,1.3145955085691772,1.3145955085691772,1.5491971627842656,1.5491971627842656,2.0353871874394267,2.0353871874394267,30.000000000000004
75,new_cases_29_day_ago,0.0,0.0,0.0,0.0,0.0,0.09785136707800823,0.09785136707800823,0.27190332326283995,0.27190332326283995,0.4116987602215774,0.4116987602215774,0.5235602094240838,0.5235602094240838,0.6282915147300446,0.6282915147300446,0.7313803376365442,0.7313803376365442,0.8264296702039693,0.8264296702039693,0.9258780322511315,0.9258780322511315,1.0356347172604683,1.0356347172604683,1.161290322580645,1.161290322580645,1.3225391313966028,1.3225391313966028,1.5702131536884845,1.5702131536884845,2.0847217451047753,2.0847217451047753,30.000000000000004
76,new_cases_30_day_ago,0.0,0.0,0.0,0.0,0.0,0.0819073988927134,0.0819073988927134,0.25392428439519854,0.25392428439519854,0.39175878951829046,0.39175878951829046,0.5042651996297876,0.5042651996297876,0.610215035644411,0.610215035644411,0.7142857142857143,0.7142857142857143,0.8136296829069987,0.8136296829069987,0.9174812981325691,0.9174812981325691,1.0344827586206895,1.0344827586206895,1.1643039739716476,1.1643039739716476,1.3373000412504057,1.3373000412504057,1.5949251888718188,1.5949251888718188,2.1409655811308177,2.1409655811308177,30.000000000000032
77,Cases_STATS_min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-06,4e-06,1.3e-05,1.3e-05,3.7e-05,3.7e-05,8.7e-05,8.7e-05,0.000182,0.000182,0.000342,0.000342,0.000802,0.000802,0.002264,0.002264,0.488395
78,Cases_STATS_max,1e-06,1.5e-05,1.5e-05,2.9e-05,2.9e-05,4.4e-05,4.4e-05,7.2e-05,7.2e-05,0.000101,0.000101,0.000145,0.000145,0.000207,0.000207,0.000295,0.000295,0.000432,0.000432,0.000672,0.000672,0.0009482499999999999,0.0009482499999999999,0.001388,0.001388,0.002158,0.002158,0.00436,0.00436,0.011536,0.011536,0.861748
79,Cases_STATS_avg,3.33333333333333e-08,2.8e-06,2.8e-06,6.9e-06,6.9e-06,1.17e-05,1.17e-05,1.91e-05,1.91e-05,3.126666666666666e-05,3.126666666666666e-05,4.656666666666667e-05,4.656666666666667e-05,7.136666666666666e-05,7.136666666666666e-05,0.00011556666666666667,0.00011556666666666667,0.00018222499999999994,0.00018222499999999994,0.00029761666666666665,0.00029761666666666665,0.0004756416666666667,0.0004756416666666667,0.0006996333333333333,0.0006996333333333333,0.0011798249999999998,0.0011798249999999998,0.0022435,0.0022435,0.005791500000000001,0.005791500000000001,0.6351696
80,Cases_STATS_std,0.1825741858350553,3.5882951050720076,3.5882951050720076,7.045011270506841,7.045011270506841,10.639818942371,10.639818942371,16.775358228012923,16.775358228012923,23.445976050432186,23.445976050432186,32.10292328277134,32.10292328277134,45.33312497576017,45.33312497576017,66.02643148900609,66.02643148900609,92.53021242523617,92.53021242523617,132.6955743521973,132.6955743521973,188.9201404861218,188.9201404861218,276.858370780557,276.858370780557,414.06693018197893,414.06693018197893,796.4122531261785,796.4122531261785,2182.21056408682,2182.21056408682,108724.64753000643
81,Cases_STATS_var,0.0333333333333333,12.875862068965514,12.875862068965514,49.632183908045974,49.632183908045974,113.20574712643676,113.20574712643676,281.4126436781609,281.4126436781609,549.7137931034483,549.7137931034483,1030.5977011494251,1030.5977011494251,2055.092241379311,2055.092241379311,4359.489655172414,4359.489655172414,8561.840229885058,8561.840229885058,17608.11551724138,17608.11551724138,35690.81954022988,35690.81954022988,76650.55747126437,76650.55747126437,171451.4275862069,171451.4275862069,634272.4787356323,634272.4787356323,4762043.129885057,4762043.129885057,11821048980.524136
82,Cases_STATS_percentile_25,0.0,0.0,0.0,0.0,0.0,2.5e-07,2.5e-07,3e-06,3e-06,8e-06,8e-06,1.575e-05,1.575e-05,3.025e-05,3.025e-05,5.3e-05,5.3e-05,9.75e-05,9.75e-05,0.00016825,0.00016825,0.00028825,0.00028825,0.00047475,0.00047475,0.0007894375,0.0007894375,0.001501,0.001501,0.0040590625,0.0040590625,0.5574425
83,Cases_STATS_percentile_50,0.0,0.0,0.0,1e-06,1e-06,5e-06,5e-06,1.1e-05,1.1e-05,2e-05,2e-05,3.6e-05,3.6e-05,5.8e-05,5.8e-05,9.8e-05,9.8e-05,0.00016,0.00016,0.0002735,0.0002735,0.0004375,0.0004375,0.0006605,0.0006605,0.001145,0.001145,0.00210325,0.00210325,0.005548875,0.005548875,0.6449025
84,Cases_STATS_percentile_75,0.0,2e-06,2e-06,7e-06,7e-06,1.375e-05,1.375e-05,2.3e-05,2.3e-05,3.875e-05,3.875e-05,6e-05,6e-05,9.375e-05,9.375e-05,0.00014625,0.00014625,0.0002346875,0.0002346875,0.00037675,0.00037675,0.0005930625000000001,0.0005930625000000001,0.000859,0.000859,0.0014125,0.0014125,0.002720625,0.002720625,0.006949375,0.006949375,0.7178055
85,Cases_STATS_entropy,0.0,2.003871016618821,2.003871016618821,2.442644178310632,2.442644178310632,2.7410107213357544,2.7410107213357544,2.921106373827888,2.921106373827888,3.0462877282264973,3.0462877282264973,3.1283831351400706,3.1283831351400706,3.187407804281848,3.187407804281848,3.230021013776001,3.230021013776001,3.2636561379800986,3.2636561379800986,3.2929773328687704,3.2929773328687704,3.315392104085608,3.315392104085608,3.336787721122545,3.336787721122545,3.3562180037420046,3.3562180037420046,3.372596644905109,3.372596644905109,3.385292232957538,3.385292232957538,3.4007281375470377
86,Death_STATS_min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,1e-06,4e-06,4e-06,1.3e-05,1.3e-05,5.025e-05,5.025e-05,0.007098
87,Death_STATS_max,1e-06,1e-06,1e-06,1e-06,1e-06,2e-06,2e-06,2e-06,2e-06,3e-06,3e-06,4e-06,4e-06,5e-06,5e-06,7e-06,7e-06,1e-05,1e-05,1.4e-05,1.4e-05,2e-05,2e-05,3.1e-05,3.1e-05,5.6e-05,5.6e-05,0.0001225,0.0001225,0.00038,0.00038,0.015512
88,Death_STATS_avg,3.33333333333333e-08,3.33333333333333e-08,3.33333333333333e-08,1.0000000000000001e-07,1.0000000000000001e-07,1.666666666666666e-07,1.666666666666666e-07,2.666666666666666e-07,2.666666666666666e-07,4.0000000000000003e-07,4.0000000000000003e-07,6.666666666666666e-07,6.666666666666666e-07,1.1666666666666668e-06,1.1666666666666668e-06,1.8333333333333333e-06,1.8333333333333333e-06,2.966666666666667e-06,2.966666666666667e-06,4.866666666666666e-06,4.866666666666666e-06,7.833333333333333e-06,7.833333333333333e-06,1.2933333333333334e-05,1.2933333333333334e-05,2.43e-05,2.43e-05,5.5316666666666665e-05,5.5316666666666665e-05,0.00016007499999999997,0.00016007499999999997,0.011460566666666668
89,Death_STATS_std,0.1825741858350553,0.1825741858350553,0.1825741858350553,0.3051285766293646,0.3051285766293646,0.4301830671520762,0.4301830671520762,0.5683207771559354,0.5683207771559354,0.7588557629520365,0.7588557629520365,0.9965457582448798,0.9965457582448798,1.304721752165845,1.304721752165845,1.6595249285580942,1.6595249285580942,2.2884015402012388,2.2884015402012388,3.2000359193386365,3.2000359193386365,4.428746222515835,4.428746222515835,6.686751354593718,6.686751354593718,11.15713265975816,11.15713265975816,25.319487127627283,25.319487127627283,72.14911231011514,72.14911231011514,2893.928956582578
90,Death_STATS_var,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.093103448275862,0.093103448275862,0.1850574712643677,0.1850574712643677,0.3229885057471264,0.3229885057471264,0.5758620689655174,0.5758620689655174,0.9931034482758624,0.9931034482758624,1.7022988505747123,1.7022988505747123,2.7540229885057474,2.7540229885057474,5.236781609195401,5.236781609195401,10.240229885057472,10.240229885057472,19.61379310344828,19.61379310344828,44.71264367816092,44.71264367816092,124.48160919540229,124.48160919540229,641.0764367816092,641.0764367816092,5205.494540229885,5205.494540229885,8374824.805747127
91,Death_STATS_percentile_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,1e-06,2e-06,2e-06,4e-06,4e-06,7e-06,7e-06,1.4e-05,1.4e-05,3.425e-05,3.425e-05,0.00011225,0.00011225,0.00948625
92,Death_STATS_percentile_50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,1e-06,1e-06,1e-06,2e-06,2e-06,4e-06,4e-06,6.5e-06,6.5e-06,1.1e-05,1.1e-05,2.05e-05,2.05e-05,4.9e-05,4.9e-05,0.0001545,0.0001545,0.0123345
93,Death_STATS_percentile_75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5e-07,7.5e-07,1e-06,1e-06,1.75e-06,1.75e-06,2.75e-06,2.75e-06,4e-06,4e-06,6e-06,6e-06,1e-05,1e-05,1.6e-05,1.6e-05,2.95e-05,2.95e-05,6.875e-05,6.875e-05,0.00019175,0.00019175,0.013868
94,Death_STATS_entropy,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,1.320888343149322,1.320888343149322,1.6094379124341005,1.6094379124341005,1.9459101490553128,1.9459101490553128,2.245035274126177,2.245035274126177,2.5147970818946126,2.5147970818946126,2.7508620875858605,2.7508620875858605,2.946414535731245,2.946414535731245,3.0939952507527986,3.0939952507527986,3.1842927528488962,3.1842927528488962,3.25027801703976,3.25027801703976,3.2997990263601125,3.2997990263601125,3.3411004645277735,3.3411004645277735,3.373384662046409,3.373384662046409,3.400573700786061
95,GDP,0.0,0.0,0.0,3068.0,3068.0,7428.0,7428.0,12510.0,12510.0,15292.0,15292.0,20948.0,20948.0,34624.0,34624.0,51999.0,51999.0,62724.0,62724.0,101048.0,101048.0,193545.0,193545.0,336330.0,336330.0,399064.0,399064.0,707868.0,707868.0,1600264.0,1600264.0,20807269.0
